Parameter Name,Site_keys,LU,ppm
Suspended particulate (TSP),[ 40.553438 -74.139031],"{'Other urban or built-up land': 0.03, 'Residential': 0.96, 'Deciduous forest land': 0.01}",49.423728999999994
Suspended particulate (TSP),[ 40.766768 -74.220146],"{'Commercial and Services': 0.72, 'Mixed urban or built-up land': 0.01, 'Transportation, communications and services': 0.22, 'Residential': 0.05}",48.742857
Suspended particulate (TSP),[ 40.8026  -74.23848],"{'Residential': 0.5, 'Deciduous forest land': 0.31, 'Transitional areas': 0.19}",49.257143
Suspended particulate (TSP),[ 39.678726 -75.097676],"{'Residential': 0.52, 'Cropland and pasture': 0.2, 'Mixed forest land': 0.28}",41.97619
Suspended particulate (TSP),[ 39.709558 -75.123232],"{'Commercial and Services': 0.61, 'Residential': 0.39}",46.235294
Suspended particulate (TSP),[ 39.758724 -75.291575],"{'Commercial and Services': 0.11504424778761062, 'Cropland and pasture': 0.6283185840707964, 'Mixed forest land': 0.25663716814159293}",46.568965999999996
Suspended particulate (TSP),[ 39.832058 -75.146843],"{'Commercial and Services': 0.1574074074074074, 'Residential': 0.6944444444444444, 'Other urban or built-up land': 0.14814814814814814}",45.969697
Suspended particulate (TSP),[ 40.668159 -74.102365],"{'Commercial and Services': 0.16, 'Residential': 0.02, 'Bays and estuaries': 0.33, 'Transportation, communications and services': 0.49}",60.377778
Suspended particulate (TSP),[ 40.747046 -74.024863],"{'Commercial and Services': 0.04, 'Residential': 0.48, 'Streams and canals': 0.36, 'Transportation, communications and services': 0.12}",61.754098
Suspended particulate (TSP),[ 40.680936 -74.119309],"{'Residential': 0.05, 'Streams and canals': 0.76, 'Other urban or built-up land': 0.19}",58.35714300000001
Suspended particulate (TSP),[ 40.725454 -74.05229 ],"{'Commercial and Services': 0.26, 'Residential': 0.74}",51.637931
Suspended particulate (TSP),[ 40.733158 -74.093754],"{'Residential': 0.23, 'Streams and canals': 0.37, 'Nonforested wetland': 0.34, 'Transitional areas': 0.06}",46.721311
Suspended particulate (TSP),[ 40.722046 -74.045141],"{'Commercial and Services': 0.62, 'Residential': 0.36, 'Transportation, communications and services': 0.02}",44.525424
Suspended particulate (TSP),[ 40.695659 -74.056529],"{'Bays and estuaries': 0.37, 'Transportation, communications and services': 0.63}",56.606061
Suspended particulate (TSP),[ 40.722046 -74.053752],"{'Commercial and Services': 0.6, 'Residential': 0.4}",47.262295
Suspended particulate (TSP),[ 40.799268 -74.049029],"{'Residential': 0.17, 'Nonforested wetland': 0.83}",39.6
Suspended particulate (TSP),[ 40.515262 -74.806671],"{'Commercial and Services': 0.03205128205128205, 'Residential': 0.21153846153846154, 'Other urban or built-up land': 0.11538461538461539, 'Cropland and pasture': 0.6410256410256411}",51.42623
Suspended particulate (TSP),[ 40.616769 -74.839888],{'Reservoirs': 1.0},61.0
Suspended particulate (TSP),[ 40.517881 -75.062116],"{'Residential': 0.33, 'Streams and canals': 0.3, 'Cropland and pasture': 0.37}",36.466667
Suspended particulate (TSP),[ 40.313441 -74.604045],"{'Residential': 0.27218934911242604, 'Cropland and pasture': 0.591715976331361, 'Reservoirs': 0.13609467455621302}",61.254902
Suspended particulate (TSP),[ 40.270109 -74.522098],"{'Commercial and Services': 0.3103448275862069, 'Residential': 0.6896551724137931}",77.568966
Suspended particulate (TSP),[ 40.217887 -74.769328],"{'Commercial and Services': 0.68, 'Streams and canals': 0.32}",34.153846
Suspended particulate (TSP),[ 40.31594  -74.853776],"{'Residential': 0.01, 'Cropland and pasture': 0.89, 'Mixed forest land': 0.1}",43.785714
Suspended particulate (TSP),[ 40.22122  -74.769328],"{'Commercial and Services': 0.82, 'Residential': 0.04, 'Streams and canals': 0.14}",39.034483
Suspended particulate (TSP),[ 40.577604 -74.216533],"{'Residential': 0.31, 'Streams and canals': 0.02, 'Industrial': 0.67}",50.614035
Suspended particulate (TSP),[ 40.543715 -74.350149],{'Residential': 1.0},70.43333299999998
Suspended particulate (TSP),[ 40.382607 -74.531821],"{'Deciduous forest land': 0.11, 'Other urban or built-up land': 0.28, 'Cropland and pasture': 0.61}",80.0
Suspended particulate (TSP),[ 40.567882 -74.28598 ],"{'Commercial and Services': 0.55, 'Residential': 0.45}",59.363636
Suspended particulate (TSP),[ 40.556772 -74.252646],"{'Residential': 0.23, 'Streams and canals': 0.13, 'Industrial': 0.64}",81.418182
Suspended particulate (TSP),[ 40.437885 -74.262646],"{'Forested wetland': 0.1, 'Deciduous forest land': 0.75, 'Transportation, communications and services': 0.1, 'Lakes': 0.05}",58.290909
Suspended particulate (TSP),[ 40.510383 -74.271257],"{'Commercial and Services': 0.53, 'Residential': 0.41, 'Industrial': 0.06}",88.963636
Suspended particulate (TSP),[ 40.516494 -74.287924],"{'Commercial and Services': 0.25, 'Residential': 0.46, 'Industrial': 0.29}",58.881356000000004
Suspended particulate (TSP),[ 40.579825 -74.503488],"{'Commercial and Services': 0.2564102564102564, 'Residential': 0.7435897435897436}",38.555556
Suspended particulate (TSP),[ 40.46955  -74.311814],"{'Other urban or built-up land': 0.038461538461538464, 'Strip mines, quarries and gravel pits': 0.5865384615384616, 'Deciduous forest land': 0.028846153846153848, 'Residential': 0.34615384615384615}",46.072727
Suspended particulate (TSP),[ 40.439274 -74.322925],"{'Strip mines, quarries and gravel pits': 0.05, 'Industrial': 0.04, 'Deciduous forest land': 0.36, 'Transitional areas': 0.24, 'Mixed urban or built-up land': 0.31}",59.884615000000004
Suspended particulate (TSP),[ 40.48455  -74.281535],"{'Commercial and Services': 0.27, 'Residential': 0.51, 'Transportation, communications and services': 0.22}",70.666667
Suspended particulate (TSP),[ 40.220391 -74.015138],"{'Commercial and Services': 0.4158415841584158, 'Residential': 0.5742574257425742, 'Mixed urban or built-up land': 0.009900990099009901}",78.709091
Suspended particulate (TSP),[ 40.162336 -74.062639],"{'Residential': 0.05660377358490566, 'Cropland and pasture': 0.7924528301886793, 'Lakes': 0.1509433962264151}",57.711864
Suspended particulate (TSP),[ 40.204555 -74.428484],"{'Strip mines, quarries and gravel pits': 0.15254237288135594, 'Deciduous forest land': 0.847457627118644}",53.80701800000001
Suspended particulate (TSP),[ 40.34011  -74.069584],"{'Commercial and Services': 0.69, 'Residential': 0.31}",71.04347800000002
Suspended particulate (TSP),[ 40.900099 -74.399597],"{'Commercial and Services': 0.01, 'Residential': 0.33, 'Deciduous forest land': 0.52, 'Reservoirs': 0.07, 'Cropland and pasture': 0.07}",93.82352900000001
Suspended particulate (TSP),[ 40.890932 -74.56877 ],"{'Residential': 0.64, 'Industrial': 0.36}",71.25
Suspended particulate (TSP),[ 40.779544 -74.435431],"{'Commercial and Services': 0.97, 'Residential': 0.03}",79.666667
Suspended particulate (TSP),[ 40.787628 -74.676301],"{'Commercial and Services': 0.23, 'Residential': 0.16, 'Deciduous forest land': 0.05, 'Cropland and pasture': 0.56}",106.642857
Suspended particulate (TSP),[ 39.789009 -74.200695],"{'Commercial and Services': 0.18, 'Residential': 0.43, 'Forested wetland': 0.01, 'Mixed forest land': 0.38}",57.48
Suspended particulate (TSP),[ 39.845675 -74.089024],"{'Commercial and Services': 0.05, 'Forested wetland': 0.36, 'Null area -- no land use assigned': 0.03, 'Bays and estuaries': 0.4, 'Beaches': 0.16}",82.365854
Suspended particulate (TSP),[ 39.601507 -74.345146],"{'Commercial and Services': 0.17, 'Residential': 0.57, 'Reservoirs': 0.18, 'Evergreen forest land': 0.08}",69.355932
Suspended particulate (TSP),[ 39.953729 -74.195419],"{'Commercial and Services': 0.86, 'Residential': 0.11, 'Streams and canals': 0.03}",69.76785699999999
Suspended particulate (TSP),[ 40.142614 -74.272923],"{'Residential': 0.4148936170212766, 'Deciduous forest land': 0.5319148936170213, 'Other urban or built-up land': 0.005319148936170213, 'Cropland and pasture': 0.047872340425531915}",58.649122999999996
Suspended particulate (TSP),[ 40.913988 -74.188478],"{'Commercial and Services': 0.2483221476510067, 'Residential': 0.6711409395973155, 'Other urban or built-up land': 0.08053691275167785}",44.42857100000001
Suspended particulate (TSP),[ 40.918381 -74.168092],"{'Commercial and Services': 0.8, 'Residential': 0.2}",55.36206899999999
Suspended particulate (TSP),[ 41.123152 -74.237648],{'Deciduous forest land': 1.0},40.733333
Suspended particulate (TSP),[ 41.005375 -74.279037],"{'Residential': 0.42, 'Deciduous forest land': 0.07, 'Reservoirs': 0.48, 'Cropland and pasture': 0.03}",33.684211
Suspended particulate (TSP),[ 39.75567  -75.418804],"{'Residential': 0.2, 'Industrial': 0.05, 'Deciduous forest land': 0.12, 'Cropland and pasture': 0.63}",61.859649
Suspended particulate (TSP),[ 39.76567  -75.414081],"{'Residential': 0.37, 'Forested wetland': 0.03, 'Cropland and pasture': 0.52, 'Industrial': 0.08}",59.105263
Suspended particulate (TSP),[ 39.562613 -75.456031],"{'Nonforested wetland': 0.09615384615384616, 'Commercial and Services': 0.17307692307692307, 'Residential': 0.23076923076923078, 'Cropland and pasture': 0.2692307692307692, 'Lakes': 0.10576923076923077, 'Transportation, communications and services': 0.125}",41.298246
Suspended particulate (TSP),[ 39.508726 -75.128793],"{'Cropland and pasture': 0.39, 'Forested wetland': 0.22, 'Reservoirs': 0.22, 'Mixed forest land': 0.07, 'Industrial': 0.1}",56.689655
Suspended particulate (TSP),[ 39.634003 -75.357414],"{'Commercial and Services': 0.08849557522123894, 'Residential': 0.02654867256637168, 'Cropland and pasture': 0.8849557522123894}",54.271186
Suspended particulate (TSP),[ 40.617046 -74.595158],"{'Residential': 0.17, 'Deciduous forest land': 0.36, 'Cropland and pasture': 0.47}",54.60714300000001
Suspended particulate (TSP),[ 40.419828 -74.675437],"{'Commercial and Services': 0.11504424778761062, 'Cropland and pasture': 0.8849557522123894}",47.84
Suspended particulate (TSP),[ 41.111486 -74.588772],"{'Residential': 0.9207920792079208, 'Other urban or built-up land': 0.019801980198019802, 'Reservoirs': 0.0594059405940594}",49.212765999999995
Suspended particulate (TSP),[ 41.305651 -74.670996],"{'Deciduous forest land': 0.96, 'Cropland and pasture': 0.04}",84.535714
Suspended particulate (TSP),[ 41.142596 -74.77211 ],"{'Residential': 0.1452991452991453, 'Deciduous forest land': 0.1623931623931624, 'Cropland and pasture': 0.6923076923076923}",48.42857100000001
Suspended particulate (TSP),[ 40.662047 -74.208478],"{'Commercial and Services': 0.07, 'Residential': 0.93}",44.448276
Suspended particulate (TSP),[ 40.608715 -74.219311],"{'Industrial': 0.48, 'Nonforested wetland': 0.29, 'Transportation, communications and services': 0.23}",41.466667
Suspended particulate (TSP),[ 40.608993 -74.279591],"{'Commercial and Services': 0.27, 'Residential': 0.73}",44.766667
Suspended particulate (TSP),[ 40.681213 -74.236812],"{'Commercial and Services': 0.455, 'Residential': 0.5, 'Deciduous forest land': 0.01, 'Other urban or built-up land': 0.035}",36.638298
Suspended particulate (TSP),[ 40.838432 -74.837389],"{'Residential': 0.43, 'Cropland and pasture': 0.44, 'Confined feeding operations': 0.13}",37.133333
Suspended particulate (TSP),[ 40.686766 -75.184342],"{'Commercial and Services': 0.00641025641025641, 'Residential': 0.6410256410256411, 'Other urban or built-up land': 0.14743589743589744, 'Mixed urban or built-up land': 0.20512820512820512}",32.366667
Suspended particulate (TSP),[ 42.64851  -73.775963],"{'Commercial and Services': 0.375, 'Residential': 0.125, 'Transportation, communications and services': 0.5}",58.137255
Suspended particulate (TSP),[ 42.625913 -73.758454],"{'Streams and canals': 0.145, 'Industrial': 0.345, 'Transportation, communications and services': 0.51}",52.122448999999996
Suspended particulate (TSP),[ 42.64225 -73.75464],"{'Commercial and Services': 0.34806629834254144, 'Residential': 0.03867403314917127, 'Streams and canals': 0.06077348066298342, 'Transportation, communications and services': 0.5524861878453039}",48.56
Suspended particulate (TSP),[ 42.472582 -73.799012],"{'Residential': 0.81, 'Deciduous forest land': 0.12, 'Other urban or built-up land': 0.07}",45.5
Suspended particulate (TSP),[ 42.777578 -73.700674],"{'Residential': 0.1, 'Streams and canals': 0.24, 'Industrial': 0.14, 'Deciduous forest land': 0.52}",62.84615400000001
Suspended particulate (TSP),[ 42.11729  -77.948057],"{'Commercial and Services': 0.28, 'Residential': 0.61, 'Deciduous forest land': 0.11}",48.581818
Suspended particulate (TSP),[ 40.831767 -73.903748],"{'Residential': 0.5, 'Transportation, communications and services': 0.5}",49.529412
Suspended particulate (TSP),[ 40.876942 -73.840674],"{'Commercial and Services': 0.03, 'Residential': 0.97}",48.85
Suspended particulate (TSP),[ 42.112298 -75.884917],"{'Residential': 0.98, 'Transportation, communications and services': 0.02}",46.20339
Suspended particulate (TSP),[ 42.105354 -75.92603 ],"{'Commercial and Services': 0.36, 'Residential': 0.64}",63.0
Suspended particulate (TSP),[ 42.099798 -75.89325 ],"{'Commercial and Services': 0.07, 'Residential': 0.72, 'Streams and canals': 0.06, 'Industrial': 0.15}",50.625
Suspended particulate (TSP),[ 42.110908 -76.048257],"{'Commercial and Services': 0.16, 'Residential': 0.48, 'Industrial': 0.36}",61.54
Suspended particulate (TSP),[ 42.078408 -76.097704],"{'Streams and canals': 0.04, 'Transportation, communications and services': 0.94, 'Mixed forest land': 0.02}",58.840908999999996
Suspended particulate (TSP),[ 42.088121 -78.436409],"{'Residential': 0.58, 'Industrial': 0.37, 'Other urban or built-up land': 0.05}",62.033898
Suspended particulate (TSP),[ 42.935345 -76.569942],"{'Commercial and Services': 0.71, 'Residential': 0.15, 'Industrial': 0.14}",61.862745
Suspended particulate (TSP),[ 42.479224 -79.33421 ],"{'Commercial and Services': 0.28, 'Residential': 0.72}",44.189655
Suspended particulate (TSP),[ 42.494501 -79.316154],"{'Commercial and Services': 0.05, 'Residential': 0.73, 'Industrial': 0.07, 'Other urban or built-up land': 0.15}",53.833332999999996
Suspended particulate (TSP),[ 42.182406 -79.183197],"{'Deciduous forest land': 0.68, 'Cropland and pasture': 0.32}",42.444444
Suspended particulate (TSP),[ 42.095336 -79.236714],"{'Commercial and Services': 0.66, 'Residential': 0.14, 'Industrial': 0.2}",47.3
Suspended particulate (TSP),[ 42.115614 -79.219213],"{'Commercial and Services': 0.44, 'Residential': 0.37, 'Deciduous forest land': 0.08, 'Other urban or built-up land': 0.07, 'Cropland and pasture': 0.04}",71.44898
Suspended particulate (TSP),[ 42.565614 -79.167818],{'Bays and estuaries': 1.0},75.86956500000002
Suspended particulate (TSP),[ 42.090336 -79.244771],"{'Commercial and Services': 0.16, 'Residential': 0.7, 'Industrial': 0.14}",42.513514
Suspended particulate (TSP),[ 42.141464 -76.930517],"{'Commercial and Services': 0.58, 'Residential': 0.12, 'Other urban or built-up land': 0.12, 'Transportation, communications and services': 0.12, 'Mixed forest land': 0.06}",54.981131999999995
Suspended particulate (TSP),[ 42.079796 -76.805789],"{'Commercial and Services': 0.32, 'Residential': 0.68}",41.157895
Suspended particulate (TSP),[ 42.09063  -76.801345],"{'Commercial and Services': 0.84, 'Residential': 0.16}",41.166667
Suspended particulate (TSP),[ 42.123963 -76.825235],"{'Commercial and Services': 0.27, 'Residential': 0.59, 'Industrial': 0.14}",51.519231
Suspended particulate (TSP),[ 42.162575 -76.823846],"{'Commercial and Services': 0.38, 'Residential': 0.56, 'Transportation, communications and services': 0.06}",49.692308000000004
Suspended particulate (TSP),[ 42.316741 -75.770193],"{'Residential': 0.02, 'Cropland and pasture': 0.96, 'Mixed forest land': 0.02}",36.039215999999996
Suspended particulate (TSP),[ 44.695599 -73.45319 ],"{'Commercial and Services': 0.6, 'Residential': 0.33, 'Industrial': 0.02, 'Other urban or built-up land': 0.05}",42.54717
Suspended particulate (TSP),[ 42.13259 -73.88652],{'Residential': 1.0},52.98
Suspended particulate (TSP),[ 42.242137 -73.77807 ],"{'Deciduous forest land': 0.2, 'Other urban or built-up land': 0.23, 'Cropland and pasture': 0.56, 'Residential': 0.01}",34.681818
Suspended particulate (TSP),[ 42.596737 -76.175762],"{'Commercial and Services': 0.7131782945736435, 'Residential': 0.2868217054263566}",49.321428999999995
Suspended particulate (TSP),[ 42.596181 -76.157706],"{'Commercial and Services': 0.76, 'Residential': 0.11, 'Cropland and pasture': 0.12, 'Mixed forest land': 0.01}",42.105263
Suspended particulate (TSP),[ 42.713401 -76.032702],"{'Mixed urban or built-up land': 0.44, 'Cropland and pasture': 0.25, 'Mixed forest land': 0.31}",39.05
Suspended particulate (TSP),[ 42.066194 -75.419065],"{'Commercial and Services': 0.06, 'Residential': 0.88, 'Cropland and pasture': 0.04, 'Mixed forest land': 0.02}",45.396226
Suspended particulate (TSP),[ 41.943981 -73.900412],"{'Commercial and Services': 0.009708737864077669, 'Cropland and pasture': 0.6796116504854369, 'Deciduous forest land': 0.3106796116504854}",50.963636
Suspended particulate (TSP),[ 41.721482 -73.938193],"{'Streams and canals': 0.61, 'Industrial': 0.3, 'Deciduous forest land': 0.09}",43.377778
Suspended particulate (TSP),[ 42.99328 -78.77153],"{'Other urban or built-up land': 0.88, 'Residential': 0.07, 'Deciduous forest land': 0.05}",49.846154
Suspended particulate (TSP),[ 42.871169 -78.830312],"{'Commercial and Services': 0.01, 'Residential': 0.08, 'Industrial': 0.67, 'Transportation, communications and services': 0.24}",36.392857
Suspended particulate (TSP),[ 42.876907 -78.809526],"{'Commercial and Services': 0.35, 'Residential': 0.44, 'Other urban or built-up land': 0.11, 'Transportation, communications and services': 0.1}",63.929825
Suspended particulate (TSP),[ 42.841169 -78.828089],"{'Commercial and Services': 0.44, 'Residential': 0.56}",40.759259
Suspended particulate (TSP),[ 42.930614 -78.867536],"{'Other urban or built-up land': 0.77, 'Reservoirs': 0.12, 'Residential': 0.11}",52.28
Suspended particulate (TSP),[ 42.946168 -78.892259],"{'Residential': 0.46, 'Industrial': 0.54}",33.796296000000005
Suspended particulate (TSP),[ 42.858114 -78.830312],"{'Commercial and Services': 0.5, 'Residential': 0.34, 'Streams and canals': 0.07, 'Industrial': 0.09}",48.92857100000001
Suspended particulate (TSP),[ 42.640894 -78.535578],"{'Commercial and Services': 0.16, 'Residential': 0.31, 'Deciduous forest land': 0.04, 'Cropland and pasture': 0.49}",49.637931
Suspended particulate (TSP),[ 42.943391 -78.805312],{'Residential': 1.0},39.79661
Suspended particulate (TSP),[ 42.852836 -78.862535],"{'Industrial': 0.18, 'Commercial and Services': 0.12, 'Streams and canals': 0.07, 'Other urban or built-up land': 0.31, 'Reservoirs': 0.08, 'Nonforested wetland': 0.06, 'Bays and estuaries': 0.01, 'Transportation, communications and services': 0.17}",43.55357100000001
Suspended particulate (TSP),[ 42.937836 -78.881147],"{'Commercial and Services': 0.34, 'Residential': 0.4, 'Industrial': 0.13, 'Other urban or built-up land': 0.12, 'Mixed urban or built-up land': 0.01}",56.803571
Suspended particulate (TSP),[ 42.951725 -78.850035],{'Residential': 1.0},44.267857
Suspended particulate (TSP),[ 42.976724 -78.898093],"{'Residential': 0.23, 'Industrial': 0.58, 'Other urban or built-up land': 0.19}",49.745763000000004
Suspended particulate (TSP),[ 42.992557 -78.928928],"{'Commercial and Services': 0.05, 'Strip mines, quarries and gravel pits': 0.16, 'Industrial': 0.51, 'Other urban or built-up land': 0.13, 'Transportation, communications and services': 0.15}",26.115385
Suspended particulate (TSP),[ 42.895891 -78.793922],"{'Commercial and Services': 0.17391304347826086, 'Residential': 0.8260869565217391}",43.034483
Suspended particulate (TSP),[ 42.857559 -78.740309],"{'Commercial and Services': 0.029411764705882353, 'Residential': 0.6666666666666666, 'Other urban or built-up land': 0.0196078431372549, 'Cropland and pasture': 0.28431372549019607}",49.118644
Suspended particulate (TSP),[ 42.797281 -78.828644],"{'Commercial and Services': 0.22, 'Residential': 0.74, 'Other urban or built-up land': 0.04}",34.236364
Suspended particulate (TSP),[ 42.818948 -78.846145],"{'Residential': 0.6846846846846847, 'Industrial': 0.1891891891891892, 'Other urban or built-up land': 0.12612612612612611}",38.695652
Suspended particulate (TSP),[ 42.905891 -78.84309 ],"{'Commercial and Services': 0.09, 'Residential': 0.34, 'Other urban or built-up land': 0.37, 'Transportation, communications and services': 0.2}",40.981132
Suspended particulate (TSP),[ 42.869502 -78.823089],"{'Commercial and Services': 0.48, 'Streams and canals': 0.03, 'Industrial': 0.35, 'Transportation, communications and services': 0.14}",42.525424
Suspended particulate (TSP),[ 42.995613 -78.829479],"{'Commercial and Services': 0.11818181818181818, 'Residential': 0.8818181818181818}",55.844828
Suspended particulate (TSP),[ 42.903114 -78.75281 ],"{'Commercial and Services': 0.8, 'Industrial': 0.02, 'Other urban or built-up land': 0.18}",42.482759
Suspended particulate (TSP),[ 42.99551 -78.90152],"{'Industrial': 0.11, 'Deciduous forest land': 0.02, 'Residential': 0.01, 'Other urban or built-up land': 0.07, 'Transportation, communications and services': 0.64, 'Transitional areas': 0.15}",54.172414
Suspended particulate (TSP),[ 42.923115 -78.701974],"{'Commercial and Services': 0.22, 'Residential': 0.74, 'Other urban or built-up land': 0.04}",52.238095
Suspended particulate (TSP),[ 42.833392 -78.77531 ],"{'Commercial and Services': 0.65, 'Residential': 0.32, 'Other urban or built-up land': 0.03}",60.5
Suspended particulate (TSP),[ 42.992835 -78.875037],"{'Commercial and Services': 0.04, 'Residential': 0.36, 'Other urban or built-up land': 0.46, 'Transportation, communications and services': 0.14}",47.322581
Suspended particulate (TSP),[ 42.818948 -78.840589],"{'Residential': 0.45132743362831856, 'Industrial': 0.017699115044247787, 'Other urban or built-up land': 0.20353982300884957, 'Transportation, communications and services': 0.3274336283185841}",49.452381
Suspended particulate (TSP),[ 42.902003 -78.65725 ],"{'Commercial and Services': 0.17, 'Residential': 0.13, 'Cropland and pasture': 0.7}",57.981131999999995
Suspended particulate (TSP),[ 42.662281 -79.05615 ],"{'Residential': 0.1523809523809524, 'Deciduous forest land': 0.8476190476190476}",48.614035
Suspended particulate (TSP),[ 43.020892 -78.483913],"{'Commercial and Services': 0.04938271604938271, 'Cropland and pasture': 0.6172839506172839, 'Other urban or built-up land': 0.024691358024691357, 'Transportation, communications and services': 0.30864197530864196}",50.482143
Suspended particulate (TSP),[ 43.049501 -78.808924],"{'Residential': 0.6, 'Cropland and pasture': 0.02, 'Transportation, communications and services': 0.38}",42.857143
Suspended particulate (TSP),[ 43.840616 -73.428175],"{'Residential': 0.74, 'Cropland and pasture': 0.26}",37.392857
Suspended particulate (TSP),[ 44.39308 -73.8589 ],{'Deciduous forest land': 1.0},47.964912
Suspended particulate (TSP),[ 44.284214 -73.984594],"{'Commercial and Services': 0.49, 'Residential': 0.27, 'Lakes': 0.14, 'Mixed forest land': 0.1}",68.84745799999999
Suspended particulate (TSP),[ 44.362274 -74.1521  ],"{'Forested wetland': 0.18620689655172415, 'Deciduous forest land': 0.12413793103448276, 'Mixed forest land': 0.6896551724137931}",41.96
Suspended particulate (TSP),[ 43.051926 -74.342898],"{'Commercial and Services': 0.55, 'Residential': 0.45}",53.388889
Suspended particulate (TSP),[ 43.051462 -74.344024],"{'Commercial and Services': 0.63, 'Residential': 0.37}",40.810345
Suspended particulate (TSP),[ 43.006462 -74.375136],"{'Commercial and Services': 0.4, 'Residential': 0.6}",48.637931
Suspended particulate (TSP),[ 43.00506  -78.176683],"{'Commercial and Services': 0.2079207920792079, 'Residential': 0.7920792079207921}",41.150943
Suspended particulate (TSP),[ 42.210366 -73.867074],"{'Residential': 0.71, 'Industrial': 0.05, 'Orchards, groves, vineyards, nurseries..': 0.24}",37.268293
Suspended particulate (TSP),[ 42.130646 -73.919855],"{'Residential': 0.16, 'Streams and canals': 0.28, 'Deciduous forest land': 0.56}",30.408163000000002
Suspended particulate (TSP),[ 43.413401 -74.276526],"{'Forested wetland': 0.3150684931506849, 'Mixed forest land': 0.684931506849315}",34.2
Suspended particulate (TSP),[ 43.030626 -74.983767],"{'Commercial and Services': 0.79, 'Residential': 0.19, 'Shrub-brushland rangeland': 0.02}",44.709677
Suspended particulate (TSP),[ 43.970895 -75.911034],"{'Commercial and Services': 0.32, 'Residential': 0.68}",42.826923
Suspended particulate (TSP),[ 40.592605 -73.937082],"{'Commercial and Services': 0.3391304347826087, 'Residential': 0.591304347826087, 'Transportation, communications and services': 0.06956521739130435}",42.020408
Suspended particulate (TSP),[ 40.73277 -73.94722],"{'Commercial and Services': 0.28, 'Residential': 0.07, 'Industrial': 0.54, 'Transportation, communications and services': 0.11}",46.540984
Suspended particulate (TSP),[ 40.672047 -73.964861],"{'Commercial and Services': 0.5922330097087378, 'Residential': 0.2912621359223301, 'Other urban or built-up land': 0.11650485436893204}",56.27451
Suspended particulate (TSP),[ 40.654271 -74.004862],"{'Mixed urban or built-up land': 0.3, 'Transportation, communications and services': 0.58, 'Residential': 0.12}",43.921569
Suspended particulate (TSP),[ 43.787847 -75.47685 ],"{'Residential': 0.34394904458598724, 'Cropland and pasture': 0.6369426751592356, 'Transportation, communications and services': 0.01910828025477707}",47.240741
Suspended particulate (TSP),[ 42.87173 -77.74028],"{'Cropland and pasture': 0.9803921568627451, 'Deciduous forest land': 0.0196078431372549}",51.964286
Suspended particulate (TSP),[ 43.083124 -75.746574],"{'Commercial and Services': 0.31, 'Residential': 0.62, 'Cropland and pasture': 0.01, 'Shrub-brushland rangeland': 0.06}",52.91228100000001
Suspended particulate (TSP),[ 43.092846 -75.651015],"{'Commercial and Services': 0.24, 'Residential': 0.76}",40.051724
Suspended particulate (TSP),[ 43.123674 -77.564721],"{'Commercial and Services': 0.27, 'Residential': 0.23, 'Transportation, communications and services': 0.5}",44.736841999999996
Suspended particulate (TSP),[ 43.170062 -77.636391],"{'Commercial and Services': 0.26, 'Residential': 0.44, 'Other urban or built-up land': 0.3}",74.418605
Suspended particulate (TSP),[ 43.213393 -77.946958],"{'Commercial and Services': 0.315, 'Residential': 0.155, 'Other urban or built-up land': 0.03, 'Cropland and pasture': 0.5}",50.163265
Suspended particulate (TSP),[ 43.118672 -77.834175],"{'Commercial and Services': 0.2753623188405797, 'Cropland and pasture': 0.7246376811594203}",44.559321999999995
Suspended particulate (TSP),[ 43.200895 -77.641114],"{'Commercial and Services': 0.1, 'Residential': 0.22, 'Industrial': 0.68}",67.477273
Suspended particulate (TSP),[ 43.165512 -77.554511],"{'Commercial and Services': 0.14285714285714285, 'Residential': 0.8571428571428571}",45.622222
Suspended particulate (TSP),[ 43.142562 -77.659169],"{'Residential': 0.295, 'Industrial': 0.205, 'Transportation, communications and services': 0.5}",37.446428999999995
Suspended particulate (TSP),[ 43.236729 -77.645558],"{'Commercial and Services': 0.13793103448275862, 'Residential': 0.8620689655172413}",37.153846
Suspended particulate (TSP),[ 43.158442 -77.564302],"{'Commercial and Services': 0.53, 'Residential': 0.31, 'Industrial': 0.16}",35.0
Suspended particulate (TSP),[ 43.207563 -77.429438],"{'Commercial and Services': 0.21, 'Residential': 0.63, 'Other urban or built-up land': 0.16}",32.87931
Suspended particulate (TSP),[ 43.201451 -77.578333],"{'Commercial and Services': 0.78, 'Residential': 0.19, 'Transportation, communications and services': 0.03}",38.809523999999996
Suspended particulate (TSP),[ 43.161062 -77.603293],"{'Commercial and Services': 0.45614035087719296, 'Transportation, communications and services': 0.543859649122807}",29.836734999999997
Suspended particulate (TSP),[ 42.934242 -74.184575],"{'Commercial and Services': 0.37, 'Residential': 0.38, 'Streams and canals': 0.17, 'Other urban or built-up land': 0.08}",49.803922
Suspended particulate (TSP),[ 40.652221 -73.593167],"{'Commercial and Services': 0.34, 'Residential': 0.66}",25.961538
Suspended particulate (TSP),[ 40.74316 -73.58549],"{'Commercial and Services': 0.305, 'Other urban or built-up land': 0.195, 'Transportation, communications and services': 0.5}",58.243902
Suspended particulate (TSP),[ 40.775932 -73.450678],"{'Commercial and Services': 0.18, 'Residential': 0.085, 'Other urban or built-up land': 0.17, 'Transportation, communications and services': 0.565}",77.288462
