Parameter Name,Site_keys,LU,ppm
Suspended particulate (TSP),[ 40.63103 -73.73388],"{'Commercial and Services': 0.23, 'Residential': 0.55, 'Industrial': 0.22}",52.1
Suspended particulate (TSP),[ 40.717324 -73.625406],"{'Residential': 0.33, 'Industrial and commercial complexes': 0.17, 'Transportation, communications and services': 0.5}",123.262745
Suspended particulate (TSP),[ 40.875932 -73.539847],"{'Commercial and Services': 0.31, 'Residential': 0.65, 'Bays and estuaries': 0.04}",101.115942
Suspended particulate (TSP),[ 40.657603 -73.641518],"{'Commercial and Services': 0.66, 'Residential': 0.34}",70.017241
Suspended particulate (TSP),[ 40.863988 -73.630405],"{'Commercial and Services': 0.49, 'Residential': 0.51}",65.0
Suspended particulate (TSP),[ 40.663992 -73.646241],"{'Commercial and Services': 0.44, 'Residential': 0.56}",77.789474
Suspended particulate (TSP),[ 40.796768 -73.698186],"{'Commercial and Services': 0.6039603960396039, 'Residential': 0.38613861386138615, 'Cropland and pasture': 0.009900990099009901}",62.76785699999999
Suspended particulate (TSP),[ 40.821768 -73.947638],"{'Commercial and Services': 0.17355371900826447, 'Mixed urban or built-up land': 0.8264462809917356}",50.25
Suspended particulate (TSP),[ 40.768157 -73.97125 ],"{'Commercial and Services': 0.25, 'Mixed urban or built-up land': 0.48, 'Other urban or built-up land': 0.27}",72.5
Suspended particulate (TSP),[ 40.739546 -73.985694],"{'Commercial and Services': 0.02, 'Mixed urban or built-up land': 0.98}",25.615385
Suspended particulate (TSP),[ 43.179995 -78.682488],"{'Commercial and Services': 0.225, 'Residential': 0.23, 'Other urban or built-up land': 0.045, 'Cropland and pasture': 0.5}",39.423077
Suspended particulate (TSP),[ 43.173668 -78.682532],"{'Commercial and Services': 0.21, 'Residential': 0.29, 'Cropland and pasture': 0.5}",90.350877
Suspended particulate (TSP),[ 43.168668 -78.701699],"{'Commercial and Services': 0.165, 'Residential': 0.335, 'Cropland and pasture': 0.5}",84.92857099999998
Suspended particulate (TSP),[ 43.190057 -78.684198],"{'Residential': 0.115, 'Cropland and pasture': 0.885}",36.936170000000004
Suspended particulate (TSP),[ 43.211447 -78.47058 ],"{'Commercial and Services': 0.16748768472906403, 'Residential': 0.21182266009852216, 'Industrial': 0.12807881773399016, 'Cropland and pasture': 0.49261083743842365}",92.160714
Suspended particulate (TSP),[ 43.136446 -78.83837 ],"{'Commercial and Services': 0.11666666666666667, 'Cropland and pasture': 0.8333333333333334, 'Deciduous forest land': 0.05}",37.50943400000001
Suspended particulate (TSP),[ 43.085889 -78.996154],"{'Residential': 0.365, 'Industrial': 0.135, 'Transportation, communications and services': 0.5}",61.529412
Suspended particulate (TSP),[ 43.102556 -78.96282 ],"{'Residential': 0.6, 'Other urban or built-up land': 0.07, 'Transportation, communications and services': 0.33}",61.833332999999996
Suspended particulate (TSP),[ 43.025613 -78.861981],"{'Commercial and Services': 0.18, 'Residential': 0.67, 'Transportation, communications and services': 0.15}",36.243243
Suspended particulate (TSP),[ 43.062279 -78.856426],"{'Commercial and Services': 0.13793103448275862, 'Residential': 0.8620689655172413}",74.844828
Suspended particulate (TSP),[ 43.040613 -78.871426],"{'Commercial and Services': 0.39, 'Residential': 0.61}",45.851852
Suspended particulate (TSP),[ 43.129778 -78.93893 ],"{'Commercial and Services': 0.104, 'Residential': 0.096, 'Cropland and pasture': 0.8}",58.236364
Suspended particulate (TSP),[ 43.172277 -79.041156],"{'Commercial and Services': 0.07, 'Residential': 0.88, 'Other urban or built-up land': 0.05}",41.890909
Suspended particulate (TSP),[ 43.139499 -79.026155],"{'Commercial and Services': 0.06956521739130435, 'Reservoirs': 0.06086956521739131, 'Transportation, communications and services': 0.8695652173913043}",48.961538
Suspended particulate (TSP),[ 43.129777 -79.044489],"{'Commercial and Services': 0.02, 'Residential': 0.39, 'Other urban or built-up land': 0.09, 'Transportation, communications and services': 0.5}",78.068966
Suspended particulate (TSP),[ 43.260887 -79.06338 ],"{'Commercial and Services': 0.21, 'Streams and canals': 0.27, 'Bays and estuaries': 0.11, 'Null area -- no land use assigned': 0.41}",35.26
Suspended particulate (TSP),[ 43.231166 -79.007267],"{'Residential': 0.05660377358490566, 'Deciduous forest land': 0.03773584905660377, 'Cropland and pasture': 0.6037735849056604, 'Orchards, groves, vineyards, nurseries..': 0.3018867924528302}",52.234043
Suspended particulate (TSP),[ 43.128732 -79.031883],"{'Commercial and Services': 0.435, 'Strip mines, quarries and gravel pits': 0.065, 'Transportation, communications and services': 0.5}",60.054545
Suspended particulate (TSP),[ 43.098667 -79.019766],"{'Commercial and Services': 0.1, 'Residential': 0.035, 'Industrial': 0.015, 'Other urban or built-up land': 0.35, 'Transportation, communications and services': 0.5}",60.5
Suspended particulate (TSP),[ 43.088112 -79.051155],"{'Commercial and Services': 0.14, 'Residential': 0.31, 'Industrial': 0.05, 'Transportation, communications and services': 0.5}",59.722221999999995
Suspended particulate (TSP),[ 43.095612 -79.055045],"{'Commercial and Services': 0.15151515151515152, 'Residential': 0.3434343434343434, 'Transportation, communications and services': 0.5050505050505051}",47.641509
Suspended particulate (TSP),[ 43.100903 -75.232942],"{'Commercial and Services': 0.75, 'Residential': 0.25}",56.290909
Suspended particulate (TSP),[ 43.218126 -75.455175],{'Residential': 1.0},66.07547199999999
Suspended particulate (TSP),[ 43.10007  -75.196274],"{'Shrub-brushland rangeland': 0.16, 'Industrial': 0.29, 'Transportation, communications and services': 0.5, 'Mixed forest land': 0.05}",53.696429
Suspended particulate (TSP),[ 43.09892 -75.22506],"{'Commercial and Services': 0.36, 'Residential': 0.64}",58.698113
Suspended particulate (TSP),[ 43.044511 -76.0777  ],"{'Commercial and Services': 0.03317535545023697, 'Residential': 0.44075829383886256, 'Other urban or built-up land': 0.052132701421800945, 'Transportation, communications and services': 0.47393364928909953}",61.15
Suspended particulate (TSP),[ 43.085821 -76.095456],"{'Commercial and Services': 0.02, 'Industrial': 0.165, 'Other urban or built-up land': 0.315, 'Transportation, communications and services': 0.5}",50.068965999999996
Suspended particulate (TSP),[ 43.101178 -76.151036],"{'Commercial and Services': 0.52, 'Residential': 0.41, 'Cropland and pasture': 0.04, 'Transportation, communications and services': 0.03}",37.264151
Suspended particulate (TSP),[ 43.233958 -76.139924],"{'Commercial and Services': 0.32, 'Residential': 0.25, 'Cropland and pasture': 0.26, 'Mixed forest land': 0.13, 'Mixed urban or built-up land': 0.04}",36.555556
Suspended particulate (TSP),[ 43.091456 -76.249094],"{'Residential': 0.31, 'Cropland and pasture': 0.46, 'Mixed forest land': 0.23}",40.327586
Suspended particulate (TSP),[ 43.057011 -76.077422],"{'Commercial and Services': 0.3837837837837838, 'Residential': 0.04864864864864865, 'Industrial': 0.02702702702702703, 'Transportation, communications and services': 0.5405405405405406}",56.868852000000004
Suspended particulate (TSP),[ 43.124234 -76.149091],"{'Commercial and Services': 0.01, 'Residential': 0.8, 'Other urban or built-up land': 0.08, 'Cropland and pasture': 0.11}",33.807691999999996
Suspended particulate (TSP),[ 43.069789 -76.12659 ],"{'Commercial and Services': 0.005, 'Residential': 0.495, 'Transportation, communications and services': 0.5}",47.085106
Suspended particulate (TSP),[ 43.045345 -76.147425],"{'Commercial and Services': 0.92, 'Transportation, communications and services': 0.08}",56.618182
Suspended particulate (TSP),[ 43.047845 -76.12909 ],"{'Commercial and Services': 0.195, 'Residential': 0.22, 'Industrial': 0.035, 'Other urban or built-up land': 0.05, 'Transportation, communications and services': 0.5}",42.946428999999995
Suspended particulate (TSP),[ 43.062567 -76.177981],"{'Commercial and Services': 0.28865979381443296, 'Industrial': 0.005154639175257732, 'Other urban or built-up land': 0.030927835051546393, 'Transportation, communications and services': 0.6391752577319587, 'Lakes': 0.03608247422680412}",64.327586
Suspended particulate (TSP),[ 43.060345 -76.202981],"{'Residential': 0.64, 'Industrial': 0.21, 'Other urban or built-up land': 0.06, 'Transportation, communications and services': 0.09}",56.679244999999995
Suspended particulate (TSP),[ 43.0509   -76.156036],"{'Commercial and Services': 0.95, 'Transportation, communications and services': 0.05}",63.77193000000001
Suspended particulate (TSP),[ 43.058123 -76.214093],"{'Commercial and Services': 0.31, 'Residential': 0.63, 'Other urban or built-up land': 0.06}",84.57142900000002
Suspended particulate (TSP),[ 43.050457 -76.133416],"{'Commercial and Services': 0.42857142857142855, 'Residential': 0.061224489795918366, 'Transportation, communications and services': 0.5102040816326531}",66.0
Suspended particulate (TSP),[ 42.867288 -76.987745],"{'Commercial and Services': 0.29, 'Residential': 0.71}",40.416667
Suspended particulate (TSP),[ 42.882566 -77.010246],"{'Commercial and Services': 0.02, 'Residential': 0.03, 'Cropland and pasture': 0.23, 'Orchards, groves, vineyards, nurseries..': 0.72}",41.388889
Suspended particulate (TSP),[ 41.402594 -74.321819],"{'Commercial and Services': 0.27, 'Residential': 0.125, 'Other urban or built-up land': 0.09, 'Deciduous forest land': 0.015, 'Transportation, communications and services': 0.5}",67.894737
Suspended particulate (TSP),[ 41.503705 -74.009863],"{'Commercial and Services': 0.27, 'Residential': 0.53, 'Mixed urban or built-up land': 0.2}",49.618182
Suspended particulate (TSP),[ 41.446761 -74.417934],"{'Commercial and Services': 0.72, 'Residential': 0.28}",74.82142900000002
Suspended particulate (TSP),[ 41.374816 -74.690996],"{'Commercial and Services': 0.41, 'Residential': 0.43, 'Streams and canals': 0.03, 'Transportation, communications and services': 0.13}",50.192982
Suspended particulate (TSP),[ 43.255059 -78.178632],"{'Residential': 0.21804511278195488, 'Other urban or built-up land': 0.03007518796992481, 'Cropland and pasture': 0.7518796992481203}",76.086207
Suspended particulate (TSP),[ 43.447012 -76.494941],"{'Commercial and Services': 0.47, 'Residential': 0.2, 'Reservoirs': 0.19, 'Mixed forest land': 0.14}",49.055556
Suspended particulate (TSP),[ 43.45479  -76.509942],"{'Commercial and Services': 0.17, 'Residential': 0.63, 'Streams and canals': 0.2}",44.509803999999995
Suspended particulate (TSP),[ 42.454523 -75.061275],"{'Commercial and Services': 0.51, 'Residential': 0.21, 'Other urban or built-up land': 0.25, 'Transportation, communications and services': 0.03}",46.269231
Suspended particulate (TSP),[ 41.420094 -73.960972],"{'Commercial and Services': 0.08, 'Residential': 0.26, 'Streams and canals': 0.24, 'Deciduous forest land': 0.42}",53.840908999999996
Suspended particulate (TSP),[ 40.735935 -73.816523],"{'Commercial and Services': 0.165, 'Residential': 0.335, 'Transportation, communications and services': 0.5}",76.383333
Suspended particulate (TSP),[ 42.900078 -73.350389],"{'Commercial and Services': 0.1717171717171717, 'Residential': 0.32323232323232326, 'Cropland and pasture': 0.5050505050505051}",67.525424
Suspended particulate (TSP),[ 42.772578 -73.43039 ],"{'Forested wetland': 0.05, 'Deciduous forest land': 0.93, 'Evergreen forest land': 0.02}",35.267857
Suspended particulate (TSP),[ 42.627858 -73.751232],"{'Commercial and Services': 0.02, 'Residential': 0.02, 'Streams and canals': 0.09, 'Industrial': 0.295, 'Transportation, communications and services': 0.575}",48.418605
Suspended particulate (TSP),[ 42.727578 -73.672062],"{'Commercial and Services': 0.54, 'Residential': 0.46}",59.88333299999999
Suspended particulate (TSP),[ 40.59664 -74.12525],"{'Commercial and Services': 0.31, 'Residential': 0.25, 'Deciduous forest land': 0.44}",83.927273
Suspended particulate (TSP),[ 41.147595 -73.99014 ],"{'Commercial and Services': 0.27007299270072993, 'Residential': 0.7299270072992701}",58.1
Suspended particulate (TSP),[ 41.207039 -73.997641],{'Residential': 1.0},40.355932
Suspended particulate (TSP),[ 41.115374 -74.158756],"{'Commercial and Services': 0.23, 'Residential': 0.06, 'Deciduous forest land': 0.1, 'Other urban or built-up land': 0.27, 'Transportation, communications and services': 0.34}",55.477273
Suspended particulate (TSP),[ 42.903133 -73.685119],"{'Commercial and Services': 0.2, 'Residential': 0.776, 'Streams and canals': 0.024}",46.166667
Suspended particulate (TSP),[ 43.077297 -73.787898],"{'Commercial and Services': 0.36, 'Residential': 0.62, 'Cropland and pasture': 0.02}",54.0
Suspended particulate (TSP),[ 42.825633 -73.92679 ],"{'Commercial and Services': 0.03, 'Residential': 0.67, 'Streams and canals': 0.01, 'Industrial': 0.29}",37.5
Suspended particulate (TSP),[ 42.79901 -73.9389 ],"{'Commercial and Services': 0.21, 'Residential': 0.57, 'Transportation, communications and services': 0.22}",47.854545
Suspended particulate (TSP),[ 42.743131 -74.17235 ],"{'Commercial and Services': 0.15, 'Residential': 0.05, 'Cropland and pasture': 0.43, 'Transportation, communications and services': 0.14, 'Mixed forest land': 0.23}",54.155172
Suspended particulate (TSP),[ 42.680075 -74.494306],"{'Commercial and Services': 0.53, 'Residential': 0.4, 'Cropland and pasture': 0.07}",93.859649
Suspended particulate (TSP),[ 42.374795 -76.864681],"{'Commercial and Services': 0.48, 'Residential': 0.29, 'Forested wetland': 0.08, 'Cropland and pasture': 0.04, 'Mixed forest land': 0.11}",67.05660400000001
Suspended particulate (TSP),[ 42.910622 -76.795233],"{'Commercial and Services': 0.49, 'Residential': 0.32, 'Reservoirs': 0.19}",53.338983
Suspended particulate (TSP),[ 44.936993 -74.874085],"{'Deciduous forest land': 0.03, 'Reservoirs': 0.03, 'Commercial and Services': 0.38, 'Residential': 0.32, 'Streams and canals': 0.11, 'Transportation, communications and services': 0.13}",42.916667
Suspended particulate (TSP),[ 44.70173  -75.496614],"{'Commercial and Services': 0.44, 'Residential': 0.21, 'Industrial': 0.06, 'Reservoirs': 0.29}",56.065574
Suspended particulate (TSP),[ 42.139796 -77.049134],"{'Commercial and Services': 0.16, 'Residential': 0.84}",49.75862100000001
Suspended particulate (TSP),[ 42.329514 -77.663047],"{'Commercial and Services': 0.44, 'Residential': 0.56}",52.166667
Suspended particulate (TSP),[ 42.167574 -77.09997 ],"{'Commercial and Services': 0.36, 'Residential': 0.46, 'Industrial': 0.09, 'Transportation, communications and services': 0.05, 'Mixed forest land': 0.04}",66.661017
Suspended particulate (TSP),[ 40.912877 -72.668708],"{'Residential': 0.59, 'Deciduous forest land': 0.41}",53.881356000000004
Suspended particulate (TSP),[ 40.745932 -73.419845],"{'Industrial and commercial complexes': 0.5, 'Transportation, communications and services': 0.5}",57.61016899999999
Suspended particulate (TSP),[ 40.776487 -73.255394],"{'Commercial and Services': 0.358974358974359, 'Residential': 0.6410256410256411}",56.132075
Suspended particulate (TSP),[ 40.844542 -73.276504],"{'Commercial and Services': 0.26666666666666666, 'Residential': 0.6296296296296297, 'Transportation, communications and services': 0.1037037037037037}",50.915254
Suspended particulate (TSP),[ 40.944543 -73.072051],"{'Commercial and Services': 0.4864864864864865, 'Residential': 0.5135135135135135}",64.483333
Suspended particulate (TSP),[ 40.787876 -73.000108],"{'Commercial and Services': 0.2631578947368421, 'Residential': 0.7368421052631579}",61.625
Suspended particulate (TSP),[ 40.94871  -73.075384],"{'Commercial and Services': 0.23, 'Residential': 0.37, 'Bays and estuaries': 0.17, 'Deciduous forest land': 0.01, 'Industrial': 0.22}",48.877193
Suspended particulate (TSP),[ 40.915098 -73.124554],"{'Commercial and Services': 0.97, 'Residential': 0.03}",59.535714
Suspended particulate (TSP),[ 41.766758 -74.630437],"{'Cropland and pasture': 0.64, 'Deciduous forest land': 0.36}",52.036364
Suspended particulate (TSP),[ 42.10063  -76.266044],"{'Commercial and Services': 0.13, 'Residential': 0.6, 'Streams and canals': 0.24, 'Transportation, communications and services': 0.02, 'Mixed forest land': 0.01}",39.517241
Suspended particulate (TSP),[ 42.443684 -76.497719],"{'Commercial and Services': 0.21, 'Residential': 0.71, 'Other urban or built-up land': 0.08}",45.967213
