,Parameter Name,Site_keys_x,Arithmetic Mean,forest,open_land,water,wetland,transitional,urban_public_institution,commercial,transportation,crop_land,medium_density_residential,industrial,Dew Point,Outdoor Temperature,Solar radiation,Sulfation rate,Wind Speed - Resultant
15,SO2,[ 34.842582 -85.820531],0.005878670999999999,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
16,SO2,[ 34.918414 -85.733861],0.0067660409999999995,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
17,SO2,[ 34.872581 -85.743028],0.005326593,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
18,SO2,[ 34.818971 -85.77164 ],0.009148807000000002,0.6622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3377483443708609,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
19,SO2,[ 34.845082 -85.749695],0.006307470999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
20,SO2,[ 34.845082 -85.749695],0.004925901000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
21,SO2,[ 34.845082 -85.749695],0.006622013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
22,SO2,[ 34.858692 -85.722472],0.006622013,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2307692307692308,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
23,SO2,[ 34.891474 -86.093316],0.007032993,0.5988023952095808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4011976047904192,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
24,SO2,[ 34.786755 -87.782531],0.006157106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
25,SO2,[ 34.793422 -87.8492  ],0.0056818910000000005,0.09090909090909093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
26,SO2,[ 34.770367 -87.835866],0.006029389,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
27,SO2,[ 34.759533 -87.774475],0.005936436000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
28,SO2,[ 34.687761 -86.586362],3.389800000000001e-05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.62,0.13,0.0,0.0,36.17081747058825,58.58843,0.28830459999999997,0.2356773333333333,4.7631961999999985
29,SO2,[ 30.720245 -88.058948],0.004988014,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.35,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
30,SO2,[ 30.541055 -88.123642],0.003996881,0.7706422018348624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2293577981651377,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
31,SO2,[ 30.958515 -88.028332],0.010112304,0.8928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
32,SO2,[ 34.619814 -86.997509],0.013407364,0.0,0.0,0.22,0.0,0.0,0.2,0.17,0.0,0.0,0.36,0.05,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
33,SO2,[ 33.27947  -86.349438],0.003255814,0.01,0.0,0.0,0.0,0.13,0.0,0.16,0.0,0.47,0.23,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
34,SO2,[  34.4225 -109.15  ],0.002489655,0.0,0.5076142131979695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
35,SO2,[  31.364722 -109.594444],0.012756833,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.10185185185185183,0.0,0.07407407407407407,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
36,SO2,[  31.365556 -109.583611],0.014479282,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.029126213592233014,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
37,SO2,[  36.080539 -112.155726],0.0027085710000000003,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
38,SO2,[  33.41     -110.846944],0.003065466,0.0,0.0,0.0,0.0,0.0,0.0,0.0861244019138756,0.0,0.0,0.4354066985645933,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
39,SO2,[  33.419167 -110.826111],0.006377234,0.0,0.0,0.0,0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.008620689655172414,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
40,SO2,[  33.404722 -110.817222],0.005447339000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18032786885245905,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
41,SO2,[  33.028676 -110.809551],0.032960675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
42,SO2,[  33.006179 -110.785797],0.01605271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.09,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
43,SO2,[  33.385278 -110.866389],0.012564953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
44,SO2,[  33.089507 -109.287571],0.028544566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
45,SO2,[  33.010278 -109.363889],0.037578638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2424242424242425,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
46,SO2,[  33.45793 -112.04601],0.005551085,0.0,0.0,0.0,0.0,0.0,0.0,0.16379310344827586,0.0,0.0,0.8362068965517241,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
47,SO2,[  32.233409 -110.753417],0.00156396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
48,SO2,[  32.204411 -110.878067],0.000177976,0.0,0.0,0.0,0.0,0.0,0.0,0.1949152542372881,0.0,0.0,0.8050847457627118,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
49,SO2,[  32.204411 -110.878067],0.0009338080000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1949152542372881,0.0,0.0,0.8050847457627118,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
50,SO2,[  32.382036 -112.857453],0.008538499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31088082901554404,0.17098445595854922,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
51,SO2,[  32.598611 -110.633611],0.012127529,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.25903614457831325,0.0,0.0,0.12650602409638553,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
52,SO2,[  37.886869 -122.027462],0.001795498,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
53,SO2,[  37.936013 -122.026154],0.001840836,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
54,SO2,[  37.949924 -122.357193],0.002006969,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.6176470588235294,0.3627450980392157,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
55,SO2,[  37.949924 -122.357193],0.0011467069999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.6176470588235294,0.3627450980392157,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
56,SO2,[  37.957424 -122.370249],4.738e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.5,0.36,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
57,SO2,[  37.926162 -122.385561],3.871e-05,0.0,0.01,0.02,0.0,0.0,0.0,0.11,0.0,0.0,0.79,0.07,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
58,SO2,[  37.926162 -122.385561],0.0012413620000000002,0.0,0.01,0.02,0.0,0.0,0.0,0.11,0.0,0.0,0.79,0.07,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
59,SO2,[  37.948172 -122.364852],0.002068886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.71,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
60,SO2,[  38.029258 -121.896866],0.003551775,0.0,0.0,0.0,0.12,0.0,0.25,0.0,0.0,0.0,0.17,0.46,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
61,SO2,[  38.05492  -122.233229],0.0020995329999999998,0.27,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.0,0.23,0.04,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
62,SO2,[  38.05492  -122.233229],0.0,0.27,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.0,0.23,0.04,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
63,SO2,[  38.012816 -122.134467],0.002494348,0.16,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.59,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
64,SO2,[  38.012816 -122.134467],0.003957099,0.16,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.59,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
65,SO2,[  38.916575 -120.001015],0.000355709,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
66,SO2,[  36.725228 -119.751254],0.0026852309999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.19,0.23,0.12,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
67,SO2,[  35.374959 -119.022602],0.011372499,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
68,SO2,[  35.431068 -119.021767],0.016471285999999998,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.6,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
69,SO2,[  35.434679 -119.013434],0.020954475,0.0,0.0,0.0,0.0,0.11214953271028036,0.0,0.06542056074766353,0.0,0.0,0.7196261682242991,0.102803738317757,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
70,SO2,[  33.92899 -118.21071],0.010534918,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.43,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
71,SO2,[  33.92899 -118.21071],0.008234250999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.43,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
72,SO2,[  33.923625 -118.02562 ],0.023151694,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.1452991452991453,0.0,0.0,0.8034188034188035,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
73,SO2,[  33.923625 -118.02562 ],0.008538846000000001,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.1452991452991453,0.0,0.0,0.8034188034188035,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
74,SO2,[  33.82376 -118.18921],0.007822581,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.0,0.44,0.27,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
75,SO2,[  33.82376 -118.18921],0.010913554,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.0,0.44,0.27,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
76,SO2,[  33.930292 -118.369798],0.006701613,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.74,0.09,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
77,SO2,[  33.930292 -118.369798],0.012284564,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.74,0.09,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
78,SO2,[  34.1365  -117.92391],0.006522554000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
79,SO2,[  34.1365  -117.92391],0.003892493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
80,SO2,[  34.14435 -117.85036],0.004459093,0.0,0.0,0.0,0.0,0.0,0.0,0.11504424778761065,0.0,0.0,0.8849557522123894,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
81,SO2,[  34.06703 -117.7514 ],0.004080692,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.59,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
82,SO2,[  34.17605 -118.31712],0.006526222,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.5,0.0,0.13,0.19,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
83,SO2,[  34.17605 -118.31712],0.005115489,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.5,0.0,0.13,0.19,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
84,SO2,[  34.149451 -118.124515],0.006350726,0.0,0.0,0.0,0.0,0.0,0.0,0.6581196581196581,0.05982905982905984,0.0,0.28205128205128205,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
85,SO2,[  34.149451 -118.124515],0.003982036,0.0,0.0,0.0,0.0,0.0,0.0,0.6581196581196581,0.05982905982905984,0.0,0.28205128205128205,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
86,SO2,[  34.06659 -118.22688],0.012752518000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.015789473684210527,0.5263157894736842,0.0,0.0,0.4578947368421053,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
87,SO2,[  34.058345 -118.250907],0.007574557000000002,0.0,0.0,0.0,0.0,0.0,0.04301075268817205,0.3602150537634409,0.5376344086021505,0.0,0.03225806451612903,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
88,SO2,[  34.058345 -118.250907],0.006558245999999999,0.0,0.0,0.0,0.0,0.0,0.04301075268817205,0.3602150537634409,0.5376344086021505,0.0,0.03225806451612903,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
89,SO2,[  34.058345 -118.250907],0.004618736,0.0,0.0,0.0,0.0,0.0,0.04301075268817205,0.3602150537634409,0.5376344086021505,0.0,0.03225806451612903,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
90,SO2,[  34.051399 -118.3848  ],0.0067374520000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.5,0.0,0.365,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
91,SO2,[  34.19925 -118.53276],0.004692190000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.4152046783625731,0.0,0.0,0.5847953216374269,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
92,SO2,[  34.19925 -118.53276],0.005611110999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4152046783625731,0.0,0.0,0.5847953216374269,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
93,SO2,[  34.386109 -118.532586],0.004882226999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.14,0.6,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
94,SO2,[  34.01407 -118.06056],0.005228826000000002,0.0,0.0,0.0,0.0,0.0,0.38,0.12,0.07,0.0,0.43,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
95,SO2,[  34.01407 -118.06056],0.005194016000000001,0.0,0.0,0.0,0.0,0.0,0.38,0.12,0.07,0.0,0.43,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
96,SO2,[  36.697181 -121.633556],7.9329e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.3271604938271605,0.0,0.6172839506172839,0.05555555555555555,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
97,SO2,[  38.310942 -122.296189],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
98,SO2,[  38.310942 -122.296189],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
99,SO2,[  33.821353 -117.91427 ],0.006537238000000001,0.0,0.0,0.0,0.0,0.0,0.09322033898305083,0.1864406779661017,0.059322033898305086,0.0,0.6610169491525424,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
100,SO2,[  33.821353 -117.91427 ],0.008011049999999999,0.0,0.0,0.0,0.0,0.0,0.09322033898305083,0.1864406779661017,0.059322033898305086,0.0,0.6610169491525424,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
101,SO2,[  33.656131 -117.930613],0.005366450000000001,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.2169811320754717,0.0,0.0,0.7264150943396226,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
102,SO2,[  33.656131 -117.930613],0.006243243000000001,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.2169811320754717,0.0,0.0,0.7264150943396226,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
103,SO2,[  33.92513 -117.95264],0.008214551,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.05263157894736842,0.0,0.0,0.8684210526315791,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
104,SO2,[  33.92513 -117.95264],0.007029432,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.05263157894736842,0.0,0.0,0.8684210526315791,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
105,SO2,[  33.750573 -117.870333],0.0034689660000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.11,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
106,SO2,[  33.795849 -118.03284 ],0.009200695,0.0,0.0,0.0,0.0,0.0,0.4653465346534654,0.07920792079207921,0.0,0.0,0.4554455445544554,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
107,SO2,[  33.795849 -118.03284 ],0.007991661,0.0,0.0,0.0,0.0,0.0,0.4653465346534654,0.07920792079207921,0.0,0.0,0.4554455445544554,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
108,SO2,[  33.795849 -118.03284 ],0.009229414,0.0,0.0,0.0,0.0,0.0,0.4653465346534654,0.07920792079207921,0.0,0.0,0.4554455445544554,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
109,SO2,[  33.85275 -116.54101],0.006439701999999999,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.4,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
110,SO2,[  33.85275 -116.54101],9.5825e-05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.4,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
111,SO2,[  33.94603 -117.40063],0.003402299,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.01,0.0,0.53,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
112,SO2,[  33.99958 -117.41601],0.0053461540000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.3043478260869565,0.0,0.0,0.6521739130434783,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
113,SO2,[  33.99958 -117.41601],0.003639297,0.0,0.0,0.0,0.0,0.0,0.0,0.3043478260869565,0.0,0.0,0.6521739130434783,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
114,SO2,[  38.667126 -121.251338],0.000906483,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.17,0.13,0.36,0.0,36.17081747058825,64.31325205769232,0.28830459999999997,0.2356773333333333,4.7631961999999985
