Site,commercial,crop_land,forest,industrial,medium_density_residential,open_land,transitional,transportation,urban_public_institution,water,wetland,outdoor_temperature,wind_speed_resultant,solar_radiation
"[(-71.122008800000003, 42.348261279999996), (-71.117305200000004, 42.348261279999996), (-71.117305200000004, 42.350844019999997), (-71.122008800000003, 42.350844019999997)]",0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.117305200000004, 42.348261279999996), (-71.112601600000005, 42.348261279999996), (-71.112601600000005, 42.350844019999997), (-71.117305200000004, 42.350844019999997)]",0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.112601600000005, 42.348261279999996), (-71.107898000000006, 42.348261279999996), (-71.107898000000006, 42.350844019999997), (-71.112601600000005, 42.350844019999997)]",0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.23,0.4,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.107898000000006, 42.348261279999996), (-71.103194400000007, 42.348261279999996), (-71.103194400000007, 42.350844019999997), (-71.107898000000006, 42.350844019999997)]",0.19,0.0,0.01,0.0,0.0,0.0,0.0,0.31,0.36,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.103194400000007, 42.348261279999996), (-71.098490800000008, 42.348261279999996), (-71.098490800000008, 42.350844019999997), (-71.103194400000007, 42.350844019999997)]",0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.58,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.098490800000008, 42.348261279999996), (-71.093787200000008, 42.348261279999996), (-71.093787200000008, 42.350844019999997), (-71.098490800000008, 42.350844019999997)]",0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.093787200000008, 42.348261279999996), (-71.089083600000009, 42.348261279999996), (-71.089083600000009, 42.350844019999997), (-71.093787200000008, 42.350844019999997)]",0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.07,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.089083600000009, 42.348261279999996), (-71.08438000000001, 42.348261279999996), (-71.08438000000001, 42.350844019999997), (-71.089083600000009, 42.350844019999997)]",0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.08438000000001, 42.348261279999996), (-71.079676399999997, 42.348261279999996), (-71.079676399999997, 42.350844019999997), (-71.08438000000001, 42.350844019999997)]",0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.079676399999997, 42.348261279999996), (-71.074972799999998, 42.348261279999996), (-71.074972799999998, 42.350844019999997), (-71.079676399999997, 42.350844019999997)]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.074972799999998, 42.348261279999996), (-71.070269199999998, 42.348261279999996), (-71.070269199999998, 42.350844019999997), (-71.074972799999998, 42.350844019999997)]",0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.070269199999998, 42.348261279999996), (-71.065565599999999, 42.348261279999996), (-71.065565599999999, 42.350844019999997), (-71.070269199999998, 42.350844019999997)]",0.43,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.18,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.065565599999999, 42.348261279999996), (-71.060862, 42.348261279999996), (-71.060862, 42.350844019999997), (-71.065565599999999, 42.350844019999997)]",0.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.34,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.060862, 42.348261279999996), (-71.056158400000001, 42.348261279999996), (-71.056158400000001, 42.350844019999997), (-71.060862, 42.350844019999997)]",0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.92,0.18,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.056158400000001, 42.348261279999996), (-71.051454800000002, 42.348261279999996), (-71.051454800000002, 42.350844019999997), (-71.056158400000001, 42.350844019999997)]",0.12,0.0,0.0,0.03,0.0,0.0,0.0,0.47,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.051454800000002, 42.348261279999996), (-71.046751200000003, 42.348261279999996), (-71.046751200000003, 42.350844019999997), (-71.051454800000002, 42.350844019999997)]",0.31,0.0,0.0,0.56,0.0,0.0,0.0,0.14,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.046751200000003, 42.348261279999996), (-71.042047600000004, 42.348261279999996), (-71.042047600000004, 42.350844019999997), (-71.046751200000003, 42.350844019999997)]",0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.042047600000004, 42.348261279999996), (-71.037344000000004, 42.348261279999996), (-71.037344000000004, 42.350844019999997), (-71.042047600000004, 42.350844019999997)]",0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.037344000000004, 42.348261279999996), (-71.032640400000005, 42.348261279999996), (-71.032640400000005, 42.350844019999997), (-71.037344000000004, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.032640400000005, 42.348261279999996), (-71.027936800000006, 42.348261279999996), (-71.027936800000006, 42.350844019999997), (-71.032640400000005, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.42,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.027936800000006, 42.348261279999996), (-71.023233200000007, 42.348261279999996), (-71.023233200000007, 42.350844019999997), (-71.027936800000006, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.023233200000007, 42.348261279999996), (-71.018529600000008, 42.348261279999996), (-71.018529600000008, 42.350844019999997), (-71.023233200000007, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.018529600000008, 42.348261279999996), (-71.013826000000009, 42.348261279999996), (-71.013826000000009, 42.350844019999997), (-71.018529600000008, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.013826000000009, 42.348261279999996), (-71.00912240000001, 42.348261279999996), (-71.00912240000001, 42.350844019999997), (-71.013826000000009, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.28,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.00912240000001, 42.348261279999996), (-71.004418799999996, 42.348261279999996), (-71.004418799999996, 42.350844019999997), (-71.00912240000001, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.39,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.004418799999996, 42.348261279999996), (-70.999715199999997, 42.348261279999996), (-70.999715199999997, 42.350844019999997), (-71.004418799999996, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.999715199999997, 42.348261279999996), (-70.995011599999998, 42.348261279999996), (-70.995011599999998, 42.350844019999997), (-70.999715199999997, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.995011599999998, 42.348261279999996), (-70.990307999999999, 42.348261279999996), (-70.990307999999999, 42.350844019999997), (-70.995011599999998, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.990307999999999, 42.348261279999996), (-70.9856044, 42.348261279999996), (-70.9856044, 42.350844019999997), (-70.990307999999999, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.9856044, 42.348261279999996), (-70.980900800000001, 42.348261279999996), (-70.980900800000001, 42.350844019999997), (-70.9856044, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.980900800000001, 42.348261279999996), (-70.976197200000001, 42.348261279999996), (-70.976197200000001, 42.350844019999997), (-70.980900800000001, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.976197200000001, 42.348261279999996), (-70.971493600000002, 42.348261279999996), (-70.971493600000002, 42.350844019999997), (-70.976197200000001, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.971493600000002, 42.348261279999996), (-70.966790000000003, 42.348261279999996), (-70.966790000000003, 42.350844019999997), (-70.971493600000002, 42.350844019999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.201970000000003, 42.350844019999997), (-71.197266400000004, 42.350844019999997), (-71.197266400000004, 42.353426759999998), (-71.201970000000003, 42.353426759999998)]",0.04,0.0,0.02,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.197266400000004, 42.350844019999997), (-71.192562800000005, 42.350844019999997), (-71.192562800000005, 42.353426759999998), (-71.197266400000004, 42.353426759999998)]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.192562800000005, 42.350844019999997), (-71.187859200000005, 42.350844019999997), (-71.187859200000005, 42.353426759999998), (-71.192562800000005, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.187859200000005, 42.350844019999997), (-71.183155600000006, 42.350844019999997), (-71.183155600000006, 42.353426759999998), (-71.187859200000005, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.08,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.183155600000006, 42.350844019999997), (-71.178452000000007, 42.350844019999997), (-71.178452000000007, 42.353426759999998), (-71.183155600000006, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.178452000000007, 42.350844019999997), (-71.173748400000008, 42.350844019999997), (-71.173748400000008, 42.353426759999998), (-71.178452000000007, 42.353426759999998)]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.173748400000008, 42.350844019999997), (-71.169044800000009, 42.350844019999997), (-71.169044800000009, 42.353426759999998), (-71.173748400000008, 42.353426759999998)]",0.08,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.08,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.169044800000009, 42.350844019999997), (-71.16434120000001, 42.350844019999997), (-71.16434120000001, 42.353426759999998), (-71.169044800000009, 42.353426759999998)]",0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.16434120000001, 42.350844019999997), (-71.159637599999996, 42.350844019999997), (-71.159637599999996, 42.353426759999998), (-71.16434120000001, 42.353426759999998)]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.159637599999996, 42.350844019999997), (-71.154933999999997, 42.350844019999997), (-71.154933999999997, 42.353426759999998), (-71.159637599999996, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.154933999999997, 42.350844019999997), (-71.150230399999998, 42.350844019999997), (-71.150230399999998, 42.353426759999998), (-71.154933999999997, 42.353426759999998)]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.150230399999998, 42.350844019999997), (-71.145526799999999, 42.350844019999997), (-71.145526799999999, 42.353426759999998), (-71.150230399999998, 42.353426759999998)]",0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.145526799999999, 42.350844019999997), (-71.1408232, 42.350844019999997), (-71.1408232, 42.353426759999998), (-71.145526799999999, 42.353426759999998)]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.1408232, 42.350844019999997), (-71.136119600000001, 42.350844019999997), (-71.136119600000001, 42.353426759999998), (-71.1408232, 42.353426759999998)]",0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.136119600000001, 42.350844019999997), (-71.131416000000002, 42.350844019999997), (-71.131416000000002, 42.353426759999998), (-71.136119600000001, 42.353426759999998)]",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.131416000000002, 42.350844019999997), (-71.126712400000002, 42.350844019999997), (-71.126712400000002, 42.353426759999998), (-71.131416000000002, 42.353426759999998)]",0.47,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.126712400000002, 42.350844019999997), (-71.122008800000003, 42.350844019999997), (-71.122008800000003, 42.353426759999998), (-71.126712400000002, 42.353426759999998)]",0.44,0.0,0.0,0.01,0.0,0.0,0.0,0.15,0.17,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.122008800000003, 42.350844019999997), (-71.117305200000004, 42.350844019999997), (-71.117305200000004, 42.353426759999998), (-71.122008800000003, 42.353426759999998)]",0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.42,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.117305200000004, 42.350844019999997), (-71.112601600000005, 42.350844019999997), (-71.112601600000005, 42.353426759999998), (-71.117305200000004, 42.353426759999998)]",0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.2,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.112601600000005, 42.350844019999997), (-71.107898000000006, 42.350844019999997), (-71.107898000000006, 42.353426759999998), (-71.112601600000005, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.13,0.4,0.44,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.107898000000006, 42.350844019999997), (-71.103194400000007, 42.350844019999997), (-71.103194400000007, 42.353426759999998), (-71.107898000000006, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.67,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.103194400000007, 42.350844019999997), (-71.098490800000008, 42.350844019999997), (-71.098490800000008, 42.353426759999998), (-71.103194400000007, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.7,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.098490800000008, 42.350844019999997), (-71.093787200000008, 42.350844019999997), (-71.093787200000008, 42.353426759999998), (-71.098490800000008, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.89,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.093787200000008, 42.350844019999997), (-71.089083600000009, 42.350844019999997), (-71.089083600000009, 42.353426759999998), (-71.093787200000008, 42.353426759999998)]",0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.08,0.56,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.089083600000009, 42.350844019999997), (-71.08438000000001, 42.350844019999997), (-71.08438000000001, 42.353426759999998), (-71.089083600000009, 42.353426759999998)]",0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.19,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.08438000000001, 42.350844019999997), (-71.079676399999997, 42.350844019999997), (-71.079676399999997, 42.353426759999998), (-71.08438000000001, 42.353426759999998)]",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.079676399999997, 42.350844019999997), (-71.074972799999998, 42.350844019999997), (-71.074972799999998, 42.353426759999998), (-71.079676399999997, 42.353426759999998)]",0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.074972799999998, 42.350844019999997), (-71.070269199999998, 42.350844019999997), (-71.070269199999998, 42.353426759999998), (-71.074972799999998, 42.353426759999998)]",0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.070269199999998, 42.350844019999997), (-71.065565599999999, 42.350844019999997), (-71.065565599999999, 42.353426759999998), (-71.070269199999998, 42.353426759999998)]",0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.065565599999999, 42.350844019999997), (-71.060862, 42.350844019999997), (-71.060862, 42.353426759999998), (-71.065565599999999, 42.353426759999998)]",0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.060862, 42.350844019999997), (-71.056158400000001, 42.350844019999997), (-71.056158400000001, 42.353426759999998), (-71.060862, 42.353426759999998)]",0.61,0.0,0.0,0.25,0.0,0.0,0.0,0.49,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.056158400000001, 42.350844019999997), (-71.051454800000002, 42.350844019999997), (-71.051454800000002, 42.353426759999998), (-71.056158400000001, 42.353426759999998)]",0.41,0.0,0.0,0.0,0.0,0.0,0.04,0.39,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.051454800000002, 42.350844019999997), (-71.046751200000003, 42.350844019999997), (-71.046751200000003, 42.353426759999998), (-71.051454800000002, 42.353426759999998)]",0.58,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.046751200000003, 42.350844019999997), (-71.042047600000004, 42.350844019999997), (-71.042047600000004, 42.353426759999998), (-71.046751200000003, 42.353426759999998)]",0.12,0.0,0.0,0.02,0.0,0.0,0.0,0.75,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.042047600000004, 42.350844019999997), (-71.037344000000004, 42.350844019999997), (-71.037344000000004, 42.353426759999998), (-71.042047600000004, 42.353426759999998)]",0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.037344000000004, 42.350844019999997), (-71.032640400000005, 42.350844019999997), (-71.032640400000005, 42.353426759999998), (-71.037344000000004, 42.353426759999998)]",0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.032640400000005, 42.350844019999997), (-71.027936800000006, 42.350844019999997), (-71.027936800000006, 42.353426759999998), (-71.032640400000005, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.027936800000006, 42.350844019999997), (-71.023233200000007, 42.350844019999997), (-71.023233200000007, 42.353426759999998), (-71.027936800000006, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.023233200000007, 42.350844019999997), (-71.018529600000008, 42.350844019999997), (-71.018529600000008, 42.353426759999998), (-71.023233200000007, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.018529600000008, 42.350844019999997), (-71.013826000000009, 42.350844019999997), (-71.013826000000009, 42.353426759999998), (-71.018529600000008, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.013826000000009, 42.350844019999997), (-71.00912240000001, 42.350844019999997), (-71.00912240000001, 42.353426759999998), (-71.013826000000009, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.00912240000001, 42.350844019999997), (-71.004418799999996, 42.350844019999997), (-71.004418799999996, 42.353426759999998), (-71.00912240000001, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.004418799999996, 42.350844019999997), (-70.999715199999997, 42.350844019999997), (-70.999715199999997, 42.353426759999998), (-71.004418799999996, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.999715199999997, 42.350844019999997), (-70.995011599999998, 42.350844019999997), (-70.995011599999998, 42.353426759999998), (-70.999715199999997, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.995011599999998, 42.350844019999997), (-70.990307999999999, 42.350844019999997), (-70.990307999999999, 42.353426759999998), (-70.995011599999998, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.990307999999999, 42.350844019999997), (-70.9856044, 42.350844019999997), (-70.9856044, 42.353426759999998), (-70.990307999999999, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.9856044, 42.350844019999997), (-70.980900800000001, 42.350844019999997), (-70.980900800000001, 42.353426759999998), (-70.9856044, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.980900800000001, 42.350844019999997), (-70.976197200000001, 42.350844019999997), (-70.976197200000001, 42.353426759999998), (-70.980900800000001, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.976197200000001, 42.350844019999997), (-70.971493600000002, 42.350844019999997), (-70.971493600000002, 42.353426759999998), (-70.976197200000001, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.971493600000002, 42.350844019999997), (-70.966790000000003, 42.350844019999997), (-70.966790000000003, 42.353426759999998), (-70.971493600000002, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.201970000000003, 42.353426759999998), (-71.197266400000004, 42.353426759999998), (-71.197266400000004, 42.356009499999999), (-71.201970000000003, 42.356009499999999)]",0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.197266400000004, 42.353426759999998), (-71.192562800000005, 42.353426759999998), (-71.192562800000005, 42.356009499999999), (-71.197266400000004, 42.356009499999999)]",0.01,0.0,0.05,0.0,0.0,0.14,0.0,0.32,0.25,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.192562800000005, 42.353426759999998), (-71.187859200000005, 42.353426759999998), (-71.187859200000005, 42.356009499999999), (-71.192562800000005, 42.356009499999999)]",0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.187859200000005, 42.353426759999998), (-71.183155600000006, 42.353426759999998), (-71.183155600000006, 42.356009499999999), (-71.187859200000005, 42.356009499999999)]",0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.4,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.183155600000006, 42.353426759999998), (-71.178452000000007, 42.353426759999998), (-71.178452000000007, 42.356009499999999), (-71.183155600000006, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.178452000000007, 42.353426759999998), (-71.173748400000008, 42.353426759999998), (-71.173748400000008, 42.356009499999999), (-71.178452000000007, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.173748400000008, 42.353426759999998), (-71.169044800000009, 42.353426759999998), (-71.169044800000009, 42.356009499999999), (-71.173748400000008, 42.356009499999999)]",0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.169044800000009, 42.353426759999998), (-71.16434120000001, 42.353426759999998), (-71.16434120000001, 42.356009499999999), (-71.169044800000009, 42.356009499999999)]",0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.16434120000001, 42.353426759999998), (-71.159637599999996, 42.353426759999998), (-71.159637599999996, 42.356009499999999), (-71.16434120000001, 42.356009499999999)]",0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.159637599999996, 42.353426759999998), (-71.154933999999997, 42.353426759999998), (-71.154933999999997, 42.356009499999999), (-71.159637599999996, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.154933999999997, 42.353426759999998), (-71.150230399999998, 42.353426759999998), (-71.150230399999998, 42.356009499999999), (-71.154933999999997, 42.356009499999999)]",0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.150230399999998, 42.353426759999998), (-71.145526799999999, 42.353426759999998), (-71.145526799999999, 42.356009499999999), (-71.150230399999998, 42.356009499999999)]",0.14,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.145526799999999, 42.353426759999998), (-71.1408232, 42.353426759999998), (-71.1408232, 42.356009499999999), (-71.145526799999999, 42.356009499999999)]",0.26,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.16,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
