Site,commercial,crop_land,forest,industrial,medium_density_residential,open_land,transitional,transportation,urban_public_institution,water,wetland,outdoor_temperature,wind_speed_resultant,solar_radiation
"[(-70.980900800000001, 42.29402374), (-70.976197200000001, 42.29402374), (-70.976197200000001, 42.296606480000001), (-70.980900800000001, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.976197200000001, 42.29402374), (-70.971493600000002, 42.29402374), (-70.971493600000002, 42.296606480000001), (-70.976197200000001, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.971493600000002, 42.29402374), (-70.966790000000003, 42.29402374), (-70.966790000000003, 42.296606480000001), (-70.971493600000002, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.201970000000003, 42.296606480000001), (-71.197266400000004, 42.296606480000001), (-71.197266400000004, 42.299189220000002), (-71.201970000000003, 42.299189220000002)]",0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,23.7761904762,8.49702380952,1.05952380952
"[(-71.197266400000004, 42.296606480000001), (-71.192562800000005, 42.296606480000001), (-71.192562800000005, 42.299189220000002), (-71.197266400000004, 42.299189220000002)]",0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.07,23.7761904762,8.49702380952,1.05952380952
"[(-71.192562800000005, 42.296606480000001), (-71.187859200000005, 42.296606480000001), (-71.187859200000005, 42.299189220000002), (-71.192562800000005, 42.299189220000002)]",0.0,0.0,0.28,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.1,23.7761904762,8.49702380952,1.05952380952
"[(-71.187859200000005, 42.296606480000001), (-71.183155600000006, 42.296606480000001), (-71.183155600000006, 42.299189220000002), (-71.187859200000005, 42.299189220000002)]",0.0,0.0,0.04,0.0,0.75,0.0,0.0,0.0,0.02,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.183155600000006, 42.296606480000001), (-71.178452000000007, 42.296606480000001), (-71.178452000000007, 42.299189220000002), (-71.183155600000006, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.01,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.178452000000007, 42.296606480000001), (-71.173748400000008, 42.296606480000001), (-71.173748400000008, 42.299189220000002), (-71.178452000000007, 42.299189220000002)]",0.0,0.0,0.27,0.0,0.58,0.0,0.0,0.0,0.08,0.0,0.01,23.7761904762,8.49702380952,1.05952380952
"[(-71.173748400000008, 42.296606480000001), (-71.169044800000009, 42.296606480000001), (-71.169044800000009, 42.299189220000002), (-71.173748400000008, 42.299189220000002)]",0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,23.7761904762,8.49702380952,1.05952380952
"[(-71.169044800000009, 42.296606480000001), (-71.16434120000001, 42.296606480000001), (-71.16434120000001, 42.299189220000002), (-71.169044800000009, 42.299189220000002)]",0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,23.7761904762,8.49702380952,1.05952380952
"[(-71.16434120000001, 42.296606480000001), (-71.159637599999996, 42.296606480000001), (-71.159637599999996, 42.299189220000002), (-71.16434120000001, 42.299189220000002)]",0.0,0.0,0.68,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.24,23.7761904762,8.49702380952,1.05952380952
"[(-71.159637599999996, 42.296606480000001), (-71.154933999999997, 42.296606480000001), (-71.154933999999997, 42.299189220000002), (-71.159637599999996, 42.299189220000002)]",0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,23.7761904762,8.49702380952,1.05952380952
"[(-71.154933999999997, 42.296606480000001), (-71.150230399999998, 42.296606480000001), (-71.150230399999998, 42.299189220000002), (-71.154933999999997, 42.299189220000002)]",0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.150230399999998, 42.296606480000001), (-71.145526799999999, 42.296606480000001), (-71.145526799999999, 42.299189220000002), (-71.150230399999998, 42.299189220000002)]",0.0,0.0,0.19,0.0,0.0,0.02,0.0,0.0,0.1,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.145526799999999, 42.296606480000001), (-71.1408232, 42.296606480000001), (-71.1408232, 42.299189220000002), (-71.145526799999999, 42.299189220000002)]",0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,23.7761904762,8.49702380952,1.05952380952
"[(-71.1408232, 42.296606480000001), (-71.136119600000001, 42.296606480000001), (-71.136119600000001, 42.299189220000002), (-71.1408232, 42.299189220000002)]",0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,23.7761904762,8.49702380952,1.05952380952
"[(-71.136119600000001, 42.296606480000001), (-71.131416000000002, 42.296606480000001), (-71.131416000000002, 42.299189220000002), (-71.136119600000001, 42.299189220000002)]",0.24,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.04,23.7761904762,8.49702380952,1.05952380952
"[(-71.131416000000002, 42.296606480000001), (-71.126712400000002, 42.296606480000001), (-71.126712400000002, 42.299189220000002), (-71.131416000000002, 42.299189220000002)]",0.05,0.0,0.99,0.0,0.0,0.1,0.0,0.0,0.34,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.126712400000002, 42.296606480000001), (-71.122008800000003, 42.296606480000001), (-71.122008800000003, 42.299189220000002), (-71.126712400000002, 42.299189220000002)]",0.0,0.0,1.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.02,23.7761904762,8.49702380952,1.05952380952
"[(-71.122008800000003, 42.296606480000001), (-71.117305200000004, 42.296606480000001), (-71.117305200000004, 42.299189220000002), (-71.122008800000003, 42.299189220000002)]",0.0,0.0,0.6,0.07,0.0,0.21,0.0,0.02,0.0,0.0,0.1,23.7761904762,8.49702380952,1.05952380952
"[(-71.117305200000004, 42.296606480000001), (-71.112601600000005, 42.296606480000001), (-71.112601600000005, 42.299189220000002), (-71.117305200000004, 42.299189220000002)]",0.02,0.0,0.02,0.0,0.0,0.07,0.0,0.4,0.0,0.0,0.01,23.7761904762,8.49702380952,1.05952380952
"[(-71.112601600000005, 42.296606480000001), (-71.107898000000006, 42.296606480000001), (-71.107898000000006, 42.299189220000002), (-71.112601600000005, 42.299189220000002)]",0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.107898000000006, 42.296606480000001), (-71.103194400000007, 42.296606480000001), (-71.103194400000007, 42.299189220000002), (-71.107898000000006, 42.299189220000002)]",0.0,0.03,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.103194400000007, 42.296606480000001), (-71.098490800000008, 42.296606480000001), (-71.098490800000008, 42.299189220000002), (-71.103194400000007, 42.299189220000002)]",0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.098490800000008, 42.296606480000001), (-71.093787200000008, 42.296606480000001), (-71.093787200000008, 42.299189220000002), (-71.098490800000008, 42.299189220000002)]",0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,23.7761904762,8.49702380952,1.05952380952
"[(-71.093787200000008, 42.296606480000001), (-71.089083600000009, 42.296606480000001), (-71.089083600000009, 42.299189220000002), (-71.093787200000008, 42.299189220000002)]",0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,23.7761904762,8.49702380952,1.05952380952
"[(-71.089083600000009, 42.296606480000001), (-71.08438000000001, 42.296606480000001), (-71.08438000000001, 42.299189220000002), (-71.089083600000009, 42.299189220000002)]",0.04,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.08438000000001, 42.296606480000001), (-71.079676399999997, 42.296606480000001), (-71.079676399999997, 42.299189220000002), (-71.08438000000001, 42.299189220000002)]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.079676399999997, 42.296606480000001), (-71.074972799999998, 42.296606480000001), (-71.074972799999998, 42.299189220000002), (-71.079676399999997, 42.299189220000002)]",0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.074972799999998, 42.296606480000001), (-71.070269199999998, 42.296606480000001), (-71.070269199999998, 42.299189220000002), (-71.074972799999998, 42.299189220000002)]",0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.070269199999998, 42.296606480000001), (-71.065565599999999, 42.296606480000001), (-71.065565599999999, 42.299189220000002), (-71.070269199999998, 42.299189220000002)]",0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.065565599999999, 42.296606480000001), (-71.060862, 42.296606480000001), (-71.060862, 42.299189220000002), (-71.065565599999999, 42.299189220000002)]",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.060862, 42.296606480000001), (-71.056158400000001, 42.296606480000001), (-71.056158400000001, 42.299189220000002), (-71.060862, 42.299189220000002)]",0.36,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.05,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.056158400000001, 42.296606480000001), (-71.051454800000002, 42.296606480000001), (-71.051454800000002, 42.299189220000002), (-71.056158400000001, 42.299189220000002)]",0.41,0.0,0.01,0.1,0.0,0.0,0.0,0.25,0.07,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.051454800000002, 42.296606480000001), (-71.046751200000003, 42.296606480000001), (-71.046751200000003, 42.299189220000002), (-71.051454800000002, 42.299189220000002)]",0.58,0.0,0.0,0.02,0.0,0.06,0.0,0.92,0.0,0.0,0.02,22.327976190500003,4.06488095238,1.83333333333
"[(-71.046751200000003, 42.296606480000001), (-71.042047600000004, 42.296606480000001), (-71.042047600000004, 42.299189220000002), (-71.046751200000003, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.03,0.0,0.46,0.04,22.327976190500003,4.06488095238,1.83333333333
"[(-71.042047600000004, 42.296606480000001), (-71.037344000000004, 42.296606480000001), (-71.037344000000004, 42.299189220000002), (-71.042047600000004, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.02,0.02,22.327976190500003,4.06488095238,1.83333333333
"[(-71.037344000000004, 42.296606480000001), (-71.032640400000005, 42.296606480000001), (-71.032640400000005, 42.299189220000002), (-71.037344000000004, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.11,0.05,0.02,22.327976190500003,4.06488095238,1.83333333333
"[(-71.032640400000005, 42.296606480000001), (-71.027936800000006, 42.296606480000001), (-71.027936800000006, 42.299189220000002), (-71.032640400000005, 42.299189220000002)]",0.34,0.0,0.0,0.02,0.0,0.19,0.0,0.0,0.0,0.05,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.027936800000006, 42.296606480000001), (-71.023233200000007, 42.296606480000001), (-71.023233200000007, 42.299189220000002), (-71.027936800000006, 42.299189220000002)]",0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,22.327976190500003,4.06488095238,1.83333333333
"[(-71.023233200000007, 42.296606480000001), (-71.018529600000008, 42.296606480000001), (-71.018529600000008, 42.299189220000002), (-71.023233200000007, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,22.327976190500003,4.06488095238,1.83333333333
"[(-71.018529600000008, 42.296606480000001), (-71.013826000000009, 42.296606480000001), (-71.013826000000009, 42.299189220000002), (-71.018529600000008, 42.299189220000002)]",0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.013826000000009, 42.296606480000001), (-71.00912240000001, 42.296606480000001), (-71.00912240000001, 42.299189220000002), (-71.013826000000009, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.00912240000001, 42.296606480000001), (-71.004418799999996, 42.296606480000001), (-71.004418799999996, 42.299189220000002), (-71.00912240000001, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.004418799999996, 42.296606480000001), (-70.999715199999997, 42.296606480000001), (-70.999715199999997, 42.299189220000002), (-71.004418799999996, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.999715199999997, 42.296606480000001), (-70.995011599999998, 42.296606480000001), (-70.995011599999998, 42.299189220000002), (-70.999715199999997, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.995011599999998, 42.296606480000001), (-70.990307999999999, 42.296606480000001), (-70.990307999999999, 42.299189220000002), (-70.995011599999998, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.990307999999999, 42.296606480000001), (-70.9856044, 42.296606480000001), (-70.9856044, 42.299189220000002), (-70.990307999999999, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.9856044, 42.296606480000001), (-70.980900800000001, 42.296606480000001), (-70.980900800000001, 42.299189220000002), (-70.9856044, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.980900800000001, 42.296606480000001), (-70.976197200000001, 42.296606480000001), (-70.976197200000001, 42.299189220000002), (-70.980900800000001, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.976197200000001, 42.296606480000001), (-70.971493600000002, 42.296606480000001), (-70.971493600000002, 42.299189220000002), (-70.976197200000001, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-70.971493600000002, 42.296606480000001), (-70.966790000000003, 42.296606480000001), (-70.966790000000003, 42.299189220000002), (-70.971493600000002, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.327976190500003,4.06488095238,1.83333333333
"[(-71.201970000000003, 42.299189220000002), (-71.197266400000004, 42.299189220000002), (-71.197266400000004, 42.301771959999996), (-71.201970000000003, 42.301771959999996)]",0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,23.7761904762,8.49702380952,1.05952380952
"[(-71.197266400000004, 42.299189220000002), (-71.192562800000005, 42.299189220000002), (-71.192562800000005, 42.301771959999996), (-71.197266400000004, 42.301771959999996)]",0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,23.7761904762,8.49702380952,1.05952380952
"[(-71.192562800000005, 42.299189220000002), (-71.187859200000005, 42.299189220000002), (-71.187859200000005, 42.301771959999996), (-71.192562800000005, 42.301771959999996)]",0.0,0.0,0.27,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.04,23.7761904762,8.49702380952,1.05952380952
"[(-71.187859200000005, 42.299189220000002), (-71.183155600000006, 42.299189220000002), (-71.183155600000006, 42.301771959999996), (-71.187859200000005, 42.301771959999996)]",0.0,0.0,0.24,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.183155600000006, 42.299189220000002), (-71.178452000000007, 42.299189220000002), (-71.178452000000007, 42.301771959999996), (-71.183155600000006, 42.301771959999996)]",0.0,0.0,0.05,0.0,0.81,0.0,0.0,0.0,0.01,0.0,0.04,23.7761904762,8.49702380952,1.05952380952
"[(-71.178452000000007, 42.299189220000002), (-71.173748400000008, 42.299189220000002), (-71.173748400000008, 42.301771959999996), (-71.178452000000007, 42.301771959999996)]",0.0,0.0,0.14,0.0,0.35,0.0,0.0,0.0,0.12,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.173748400000008, 42.299189220000002), (-71.169044800000009, 42.299189220000002), (-71.169044800000009, 42.301771959999996), (-71.173748400000008, 42.301771959999996)]",0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,23.7761904762,8.49702380952,1.05952380952
"[(-71.169044800000009, 42.299189220000002), (-71.16434120000001, 42.299189220000002), (-71.16434120000001, 42.301771959999996), (-71.169044800000009, 42.301771959999996)]",0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,23.7761904762,8.49702380952,1.05952380952
"[(-71.16434120000001, 42.299189220000002), (-71.159637599999996, 42.299189220000002), (-71.159637599999996, 42.301771959999996), (-71.16434120000001, 42.301771959999996)]",0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,23.7761904762,8.49702380952,1.05952380952
"[(-71.159637599999996, 42.299189220000002), (-71.154933999999997, 42.299189220000002), (-71.154933999999997, 42.301771959999996), (-71.159637599999996, 42.301771959999996)]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.154933999999997, 42.299189220000002), (-71.150230399999998, 42.299189220000002), (-71.150230399999998, 42.301771959999996), (-71.154933999999997, 42.301771959999996)]",0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.150230399999998, 42.299189220000002), (-71.145526799999999, 42.299189220000002), (-71.145526799999999, 42.301771959999996), (-71.150230399999998, 42.301771959999996)]",0.0,0.0,0.04,0.0,0.22,0.0,0.0,0.0,0.18,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.145526799999999, 42.299189220000002), (-71.1408232, 42.299189220000002), (-71.1408232, 42.301771959999996), (-71.145526799999999, 42.301771959999996)]",0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.1408232, 42.299189220000002), (-71.136119600000001, 42.299189220000002), (-71.136119600000001, 42.301771959999996), (-71.1408232, 42.301771959999996)]",0.0,0.01,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,23.7761904762,8.49702380952,1.05952380952
"[(-71.136119600000001, 42.299189220000002), (-71.131416000000002, 42.299189220000002), (-71.131416000000002, 42.301771959999996), (-71.136119600000001, 42.301771959999996)]",0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.08,23.7761904762,8.49702380952,1.05952380952
"[(-71.131416000000002, 42.299189220000002), (-71.126712400000002, 42.299189220000002), (-71.126712400000002, 42.301771959999996), (-71.131416000000002, 42.301771959999996)]",0.0,0.0,0.33,0.0,0.08,0.0,0.0,0.0,0.27,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.126712400000002, 42.299189220000002), (-71.122008800000003, 42.299189220000002), (-71.122008800000003, 42.301771959999996), (-71.126712400000002, 42.301771959999996)]",0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.122008800000003, 42.299189220000002), (-71.117305200000004, 42.299189220000002), (-71.117305200000004, 42.301771959999996), (-71.122008800000003, 42.301771959999996)]",0.0,0.0,0.73,0.0,0.01,0.03,0.0,0.0,0.23,0.0,0.02,23.7761904762,8.49702380952,1.05952380952
"[(-71.117305200000004, 42.299189220000002), (-71.112601600000005, 42.299189220000002), (-71.112601600000005, 42.301771959999996), (-71.117305200000004, 42.301771959999996)]",0.07,0.0,0.05,0.0,0.0,0.14,0.0,0.28,0.17,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.112601600000005, 42.299189220000002), (-71.107898000000006, 42.299189220000002), (-71.107898000000006, 42.301771959999996), (-71.112601600000005, 42.301771959999996)]",0.11,0.04,0.07,0.04,0.0,0.0,0.0,0.03,0.08,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.107898000000006, 42.299189220000002), (-71.103194400000007, 42.299189220000002), (-71.103194400000007, 42.301771959999996), (-71.107898000000006, 42.301771959999996)]",0.23,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.103194400000007, 42.299189220000002), (-71.098490800000008, 42.299189220000002), (-71.098490800000008, 42.301771959999996), (-71.103194400000007, 42.301771959999996)]",0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.098490800000008, 42.299189220000002), (-71.093787200000008, 42.299189220000002), (-71.093787200000008, 42.301771959999996), (-71.098490800000008, 42.301771959999996)]",0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.093787200000008, 42.299189220000002), (-71.089083600000009, 42.299189220000002), (-71.089083600000009, 42.301771959999996), (-71.093787200000008, 42.301771959999996)]",0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.089083600000009, 42.299189220000002), (-71.08438000000001, 42.299189220000002), (-71.08438000000001, 42.301771959999996), (-71.089083600000009, 42.301771959999996)]",0.02,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.08438000000001, 42.299189220000002), (-71.079676399999997, 42.299189220000002), (-71.079676399999997, 42.301771959999996), (-71.08438000000001, 42.301771959999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
