,Site,Cropland,Golf Course,Saltwater Sandy Beach,cemetary,commercial,crop_land,forest,high_density_residential,industrial,low_density_residential,marina,medium_density_residential,mining,open_land,recreational,transitional,transportation,urban_public/institutional,waste,water,wetland
605,"[(-71.178452000000007, 42.322433879999998), (-71.173748400000008, 42.322433879999998), (-71.173748400000008, 42.32501662), (-71.178452000000007, 42.32501662)]",0.0,0.0,0.0,0.0,0.17,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02
606,"[(-71.173748400000008, 42.322433879999998), (-71.169044800000009, 42.322433879999998), (-71.169044800000009, 42.32501662), (-71.173748400000008, 42.32501662)]",0.0,0.0,0.0,0.0,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.03
607,"[(-71.169044800000009, 42.322433879999998), (-71.16434120000001, 42.322433879999998), (-71.16434120000001, 42.32501662), (-71.169044800000009, 42.32501662)]",0.0,0.0,0.0,0.0,0.61,0.0,0.09,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.01
608,"[(-71.16434120000001, 42.322433879999998), (-71.159637599999996, 42.322433879999998), (-71.159637599999996, 42.32501662), (-71.16434120000001, 42.32501662)]",0.0,0.0,0.0,0.0,0.25,0.0,0.08,0.02,0.0,0.0,0.0,0.23,0.0,0.02,0.24,0.0,0.0,0.14,0.0,0.0,0.0
609,"[(-71.159637599999996, 42.322433879999998), (-71.154933999999997, 42.322433879999998), (-71.154933999999997, 42.32501662), (-71.159637599999996, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.22,0.0,0.67,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0
610,"[(-71.154933999999997, 42.322433879999998), (-71.150230399999998, 42.322433879999998), (-71.150230399999998, 42.32501662), (-71.154933999999997, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.37,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
611,"[(-71.150230399999998, 42.322433879999998), (-71.145526799999999, 42.322433879999998), (-71.145526799999999, 42.32501662), (-71.150230399999998, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,"[(-71.145526799999999, 42.322433879999998), (-71.1408232, 42.322433879999998), (-71.1408232, 42.32501662), (-71.145526799999999, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.81,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,"[(-71.1408232, 42.322433879999998), (-71.136119600000001, 42.322433879999998), (-71.136119600000001, 42.32501662), (-71.1408232, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
614,"[(-71.136119600000001, 42.322433879999998), (-71.131416000000002, 42.322433879999998), (-71.131416000000002, 42.32501662), (-71.136119600000001, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
615,"[(-71.131416000000002, 42.322433879999998), (-71.126712400000002, 42.322433879999998), (-71.126712400000002, 42.32501662), (-71.131416000000002, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,"[(-71.126712400000002, 42.322433879999998), (-71.122008800000003, 42.322433879999998), (-71.122008800000003, 42.32501662), (-71.126712400000002, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.06,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,"[(-71.122008800000003, 42.322433879999998), (-71.117305200000004, 42.322433879999998), (-71.117305200000004, 42.32501662), (-71.122008800000003, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.01,0.0
618,"[(-71.117305200000004, 42.322433879999998), (-71.112601600000005, 42.322433879999998), (-71.112601600000005, 42.32501662), (-71.117305200000004, 42.32501662)]",0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0
619,"[(-71.112601600000005, 42.322433879999998), (-71.107898000000006, 42.322433879999998), (-71.107898000000006, 42.32501662), (-71.112601600000005, 42.32501662)]",0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0
620,"[(-71.107898000000006, 42.322433879999998), (-71.103194400000007, 42.322433879999998), (-71.103194400000007, 42.32501662), (-71.107898000000006, 42.32501662)]",0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
621,"[(-71.103194400000007, 42.322433879999998), (-71.098490800000008, 42.322433879999998), (-71.098490800000008, 42.32501662), (-71.103194400000007, 42.32501662)]",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.2,0.02,0.0,0.0,0.0
622,"[(-71.098490800000008, 42.322433879999998), (-71.093787200000008, 42.322433879999998), (-71.093787200000008, 42.32501662), (-71.098490800000008, 42.32501662)]",0.0,0.0,0.0,0.0,0.23,0.0,0.02,0.2,0.02,0.0,0.0,0.0,0.0,0.01,0.16,0.0,0.02,0.14,0.0,0.0,0.0
623,"[(-71.093787200000008, 42.322433879999998), (-71.089083600000009, 42.322433879999998), (-71.089083600000009, 42.32501662), (-71.093787200000008, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.0,0.32,0.0,0.06,0.02,0.0,0.0,0.16,0.0,0.0,0.0
624,"[(-71.089083600000009, 42.322433879999998), (-71.08438000000001, 42.322433879999998), (-71.08438000000001, 42.32501662), (-71.089083600000009, 42.32501662)]",0.0,0.0,0.0,0.0,0.03,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.17,0.0,0.0,0.0
625,"[(-71.08438000000001, 42.322433879999998), (-71.079676399999997, 42.322433879999998), (-71.079676399999997, 42.32501662), (-71.08438000000001, 42.32501662)]",0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0
626,"[(-71.079676399999997, 42.322433879999998), (-71.074972799999998, 42.322433879999998), (-71.074972799999998, 42.32501662), (-71.079676399999997, 42.32501662)]",0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.17,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.32,0.0,0.0,0.0
627,"[(-71.074972799999998, 42.322433879999998), (-71.070269199999998, 42.322433879999998), (-71.070269199999998, 42.32501662), (-71.074972799999998, 42.32501662)]",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.31,0.0,0.0,0.0
628,"[(-71.070269199999998, 42.322433879999998), (-71.065565599999999, 42.322433879999998), (-71.065565599999999, 42.32501662), (-71.070269199999998, 42.32501662)]",0.0,0.0,0.0,0.0,0.23,0.0,0.01,0.06,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.0
629,"[(-71.065565599999999, 42.322433879999998), (-71.060862, 42.322433879999998), (-71.060862, 42.32501662), (-71.065565599999999, 42.32501662)]",0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.02,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,"[(-71.060862, 42.322433879999998), (-71.056158400000001, 42.322433879999998), (-71.056158400000001, 42.32501662), (-71.060862, 42.32501662)]",0.0,0.0,0.0,0.0,0.16,0.01,0.0,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
631,"[(-71.056158400000001, 42.322433879999998), (-71.051454800000002, 42.322433879999998), (-71.051454800000002, 42.32501662), (-71.056158400000001, 42.32501662)]",0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.19,0.26,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.54,0.0,0.0,0.0,0.0
632,"[(-71.051454800000002, 42.322433879999998), (-71.046751200000003, 42.322433879999998), (-71.046751200000003, 42.32501662), (-71.051454800000002, 42.32501662)]",0.0,0.0,0.24,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
633,"[(-71.046751200000003, 42.322433879999998), (-71.042047600000004, 42.322433879999998), (-71.042047600000004, 42.32501662), (-71.046751200000003, 42.32501662)]",0.0,0.0,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
634,"[(-71.042047600000004, 42.322433879999998), (-71.037344000000004, 42.322433879999998), (-71.037344000000004, 42.32501662), (-71.042047600000004, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,"[(-71.037344000000004, 42.322433879999998), (-71.032640400000005, 42.322433879999998), (-71.032640400000005, 42.32501662), (-71.037344000000004, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,"[(-71.032640400000005, 42.322433879999998), (-71.027936800000006, 42.322433879999998), (-71.027936800000006, 42.32501662), (-71.032640400000005, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,"[(-71.027936800000006, 42.322433879999998), (-71.023233200000007, 42.322433879999998), (-71.023233200000007, 42.32501662), (-71.027936800000006, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,"[(-71.023233200000007, 42.322433879999998), (-71.018529600000008, 42.322433879999998), (-71.018529600000008, 42.32501662), (-71.023233200000007, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,"[(-71.018529600000008, 42.322433879999998), (-71.013826000000009, 42.322433879999998), (-71.013826000000009, 42.32501662), (-71.018529600000008, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,"[(-71.013826000000009, 42.322433879999998), (-71.00912240000001, 42.322433879999998), (-71.00912240000001, 42.32501662), (-71.013826000000009, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,"[(-71.00912240000001, 42.322433879999998), (-71.004418799999996, 42.322433879999998), (-71.004418799999996, 42.32501662), (-71.00912240000001, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,"[(-71.004418799999996, 42.322433879999998), (-70.999715199999997, 42.322433879999998), (-70.999715199999997, 42.32501662), (-71.004418799999996, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,"[(-70.999715199999997, 42.322433879999998), (-70.995011599999998, 42.322433879999998), (-70.995011599999998, 42.32501662), (-70.999715199999997, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,"[(-70.995011599999998, 42.322433879999998), (-70.990307999999999, 42.322433879999998), (-70.990307999999999, 42.32501662), (-70.995011599999998, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,"[(-70.990307999999999, 42.322433879999998), (-70.9856044, 42.322433879999998), (-70.9856044, 42.32501662), (-70.990307999999999, 42.32501662)]",0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,"[(-70.9856044, 42.322433879999998), (-70.980900800000001, 42.322433879999998), (-70.980900800000001, 42.32501662), (-70.9856044, 42.32501662)]",0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,"[(-70.980900800000001, 42.322433879999998), (-70.976197200000001, 42.322433879999998), (-70.976197200000001, 42.32501662), (-70.980900800000001, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,"[(-70.976197200000001, 42.322433879999998), (-70.971493600000002, 42.322433879999998), (-70.971493600000002, 42.32501662), (-70.976197200000001, 42.32501662)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,"[(-70.971493600000002, 42.322433879999998), (-70.966790000000003, 42.322433879999998), (-70.966790000000003, 42.32501662), (-70.971493600000002, 42.32501662)]",0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
650,"[(-71.201970000000003, 42.32501662), (-71.197266400000004, 42.32501662), (-71.197266400000004, 42.327599360000001), (-71.201970000000003, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.5,0.0
651,"[(-71.197266400000004, 42.32501662), (-71.192562800000005, 42.32501662), (-71.192562800000005, 42.327599360000001), (-71.197266400000004, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.01,0.24,0.0,0.0,0.02,0.0,0.0,0.0
652,"[(-71.192562800000005, 42.32501662), (-71.187859200000005, 42.32501662), (-71.187859200000005, 42.327599360000001), (-71.192562800000005, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.36,0.0,0.11,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.1,0.0,0.0,0.0
653,"[(-71.187859200000005, 42.32501662), (-71.183155600000006, 42.32501662), (-71.183155600000006, 42.327599360000001), (-71.187859200000005, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
654,"[(-71.183155600000006, 42.32501662), (-71.178452000000007, 42.32501662), (-71.178452000000007, 42.327599360000001), (-71.183155600000006, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03
655,"[(-71.178452000000007, 42.32501662), (-71.173748400000008, 42.32501662), (-71.173748400000008, 42.327599360000001), (-71.178452000000007, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.07
656,"[(-71.173748400000008, 42.32501662), (-71.169044800000009, 42.32501662), (-71.169044800000009, 42.327599360000001), (-71.173748400000008, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.12,0.18
657,"[(-71.169044800000009, 42.32501662), (-71.16434120000001, 42.32501662), (-71.16434120000001, 42.327599360000001), (-71.169044800000009, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.01,0.04
658,"[(-71.16434120000001, 42.32501662), (-71.159637599999996, 42.32501662), (-71.159637599999996, 42.327599360000001), (-71.16434120000001, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.52,0.0,0.0,0.18,0.0,0.01,0.22,0.0,0.0,0.0
659,"[(-71.159637599999996, 42.32501662), (-71.154933999999997, 42.32501662), (-71.154933999999997, 42.327599360000001), (-71.159637599999996, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
660,"[(-71.154933999999997, 42.32501662), (-71.150230399999998, 42.32501662), (-71.150230399999998, 42.327599360000001), (-71.154933999999997, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.02,0.0,0.45,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
661,"[(-71.150230399999998, 42.32501662), (-71.145526799999999, 42.32501662), (-71.145526799999999, 42.327599360000001), (-71.150230399999998, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.33,0.0,0.03,0.03,0.0,0.25,0.0,0.09,0.0,0.03,0.0,0.0,0.0,0.09,0.0,0.0,0.0
662,"[(-71.145526799999999, 42.32501662), (-71.1408232, 42.32501662), (-71.1408232, 42.327599360000001), (-71.145526799999999, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
663,"[(-71.1408232, 42.32501662), (-71.136119600000001, 42.32501662), (-71.136119600000001, 42.327599360000001), (-71.1408232, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.06,0.0,0.04,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.43,0.0
664,"[(-71.136119600000001, 42.32501662), (-71.131416000000002, 42.32501662), (-71.131416000000002, 42.327599360000001), (-71.136119600000001, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.2,0.0
665,"[(-71.131416000000002, 42.32501662), (-71.126712400000002, 42.32501662), (-71.126712400000002, 42.327599360000001), (-71.131416000000002, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.04,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
666,"[(-71.126712400000002, 42.32501662), (-71.122008800000003, 42.32501662), (-71.122008800000003, 42.327599360000001), (-71.126712400000002, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.06,0.0,0.08,0.21,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
667,"[(-71.122008800000003, 42.32501662), (-71.117305200000004, 42.32501662), (-71.117305200000004, 42.327599360000001), (-71.122008800000003, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.0,0.29,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
668,"[(-71.117305200000004, 42.32501662), (-71.112601600000005, 42.32501662), (-71.112601600000005, 42.327599360000001), (-71.117305200000004, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.01,0.0,0.42,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.08,0.0
669,"[(-71.112601600000005, 42.32501662), (-71.107898000000006, 42.32501662), (-71.107898000000006, 42.327599360000001), (-71.112601600000005, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.57,0.0,0.0,0.0
670,"[(-71.107898000000006, 42.32501662), (-71.103194400000007, 42.32501662), (-71.103194400000007, 42.327599360000001), (-71.107898000000006, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.36,0.0,0.0,0.0
671,"[(-71.103194400000007, 42.32501662), (-71.098490800000008, 42.32501662), (-71.098490800000008, 42.327599360000001), (-71.103194400000007, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.15,0.0,0.02,0.76,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0
672,"[(-71.098490800000008, 42.32501662), (-71.093787200000008, 42.32501662), (-71.093787200000008, 42.327599360000001), (-71.098490800000008, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.0,0.0,0.0
673,"[(-71.093787200000008, 42.32501662), (-71.089083600000009, 42.32501662), (-71.089083600000009, 42.327599360000001), (-71.093787200000008, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0
674,"[(-71.089083600000009, 42.32501662), (-71.08438000000001, 42.32501662), (-71.08438000000001, 42.327599360000001), (-71.089083600000009, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.19,0.0,0.0,0.11,0.0,0.0,0.03,0.03,0.0,0.09,0.0,0.0,0.0
675,"[(-71.08438000000001, 42.32501662), (-71.079676399999997, 42.32501662), (-71.079676399999997, 42.327599360000001), (-71.08438000000001, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.24,0.0,0.0,0.0
676,"[(-71.079676399999997, 42.32501662), (-71.074972799999998, 42.32501662), (-71.074972799999998, 42.327599360000001), (-71.079676399999997, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0
677,"[(-71.074972799999998, 42.32501662), (-71.070269199999998, 42.32501662), (-71.070269199999998, 42.327599360000001), (-71.074972799999998, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.29,0.02,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.19,0.0,0.0,0.0
678,"[(-71.070269199999998, 42.32501662), (-71.065565599999999, 42.32501662), (-71.065565599999999, 42.327599360000001), (-71.070269199999998, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.21,0.03,0.0,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.06,0.0,0.0,0.0,0.0
679,"[(-71.065565599999999, 42.32501662), (-71.060862, 42.32501662), (-71.060862, 42.327599360000001), (-71.065565599999999, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.03,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,"[(-71.060862, 42.32501662), (-71.056158400000001, 42.32501662), (-71.056158400000001, 42.327599360000001), (-71.060862, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.33,0.01,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.01,0.0,0.0,0.0
681,"[(-71.056158400000001, 42.32501662), (-71.051454800000002, 42.32501662), (-71.051454800000002, 42.327599360000001), (-71.056158400000001, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.02,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.0,0.0,0.0,0.0
682,"[(-71.051454800000002, 42.32501662), (-71.046751200000003, 42.32501662), (-71.046751200000003, 42.327599360000001), (-71.051454800000002, 42.327599360000001)]",0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
683,"[(-71.046751200000003, 42.32501662), (-71.042047600000004, 42.32501662), (-71.042047600000004, 42.327599360000001), (-71.046751200000003, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,"[(-71.042047600000004, 42.32501662), (-71.037344000000004, 42.32501662), (-71.037344000000004, 42.327599360000001), (-71.042047600000004, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,"[(-71.037344000000004, 42.32501662), (-71.032640400000005, 42.32501662), (-71.032640400000005, 42.327599360000001), (-71.037344000000004, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,"[(-71.032640400000005, 42.32501662), (-71.027936800000006, 42.32501662), (-71.027936800000006, 42.327599360000001), (-71.032640400000005, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,"[(-71.027936800000006, 42.32501662), (-71.023233200000007, 42.32501662), (-71.023233200000007, 42.327599360000001), (-71.027936800000006, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,"[(-71.023233200000007, 42.32501662), (-71.018529600000008, 42.32501662), (-71.018529600000008, 42.327599360000001), (-71.023233200000007, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,"[(-71.018529600000008, 42.32501662), (-71.013826000000009, 42.32501662), (-71.013826000000009, 42.327599360000001), (-71.018529600000008, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,"[(-71.013826000000009, 42.32501662), (-71.00912240000001, 42.32501662), (-71.00912240000001, 42.327599360000001), (-71.013826000000009, 42.327599360000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
