,Site,Cropland,Golf Course,Saltwater Sandy Beach,cemetary,commercial,crop_land,forest,high_density_residential,industrial,low_density_residential,marina,medium_density_residential,mining,open_land,recreational,transitional,transportation,urban_public/institutional,waste,water,wetland
1170,"[(-71.107898000000006, 42.350844019999997), (-71.103194400000007, 42.350844019999997), (-71.103194400000007, 42.353426759999998), (-71.107898000000006, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.31,0.0,0.67,0.0
1171,"[(-71.103194400000007, 42.350844019999997), (-71.098490800000008, 42.350844019999997), (-71.098490800000008, 42.353426759999998), (-71.103194400000007, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.7,0.0
1172,"[(-71.098490800000008, 42.350844019999997), (-71.093787200000008, 42.350844019999997), (-71.093787200000008, 42.353426759999998), (-71.098490800000008, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.89,0.0
1173,"[(-71.093787200000008, 42.350844019999997), (-71.089083600000009, 42.350844019999997), (-71.089083600000009, 42.353426759999998), (-71.093787200000008, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.08,0.0,0.56,0.0
1174,"[(-71.089083600000009, 42.350844019999997), (-71.08438000000001, 42.350844019999997), (-71.08438000000001, 42.353426759999998), (-71.089083600000009, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.19,0.0
1175,"[(-71.08438000000001, 42.350844019999997), (-71.079676399999997, 42.350844019999997), (-71.079676399999997, 42.353426759999998), (-71.08438000000001, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0
1176,"[(-71.079676399999997, 42.350844019999997), (-71.074972799999998, 42.350844019999997), (-71.074972799999998, 42.353426759999998), (-71.079676399999997, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
1177,"[(-71.074972799999998, 42.350844019999997), (-71.070269199999998, 42.350844019999997), (-71.070269199999998, 42.353426759999998), (-71.074972799999998, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
1178,"[(-71.070269199999998, 42.350844019999997), (-71.065565599999999, 42.350844019999997), (-71.065565599999999, 42.353426759999998), (-71.070269199999998, 42.353426759999998)]",0.0,0.0,0.0,0.07,0.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.26,0.0,0.02,0.0
1179,"[(-71.065565599999999, 42.350844019999997), (-71.060862, 42.350844019999997), (-71.060862, 42.353426759999998), (-71.065565599999999, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.22,0.0,0.0,0.0
1180,"[(-71.060862, 42.350844019999997), (-71.056158400000001, 42.350844019999997), (-71.056158400000001, 42.353426759999998), (-71.060862, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0
1181,"[(-71.056158400000001, 42.350844019999997), (-71.051454800000002, 42.350844019999997), (-71.051454800000002, 42.353426759999998), (-71.056158400000001, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.39,0.0,0.0,0.0,0.0
1182,"[(-71.051454800000002, 42.350844019999997), (-71.046751200000003, 42.350844019999997), (-71.046751200000003, 42.353426759999998), (-71.051454800000002, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
1183,"[(-71.046751200000003, 42.350844019999997), (-71.042047600000004, 42.350844019999997), (-71.042047600000004, 42.353426759999998), (-71.046751200000003, 42.353426759999998)]",0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
1184,"[(-71.042047600000004, 42.350844019999997), (-71.037344000000004, 42.350844019999997), (-71.037344000000004, 42.353426759999998), (-71.042047600000004, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
1185,"[(-71.037344000000004, 42.350844019999997), (-71.032640400000005, 42.350844019999997), (-71.032640400000005, 42.353426759999998), (-71.037344000000004, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,"[(-71.032640400000005, 42.350844019999997), (-71.027936800000006, 42.350844019999997), (-71.027936800000006, 42.353426759999998), (-71.032640400000005, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,"[(-71.027936800000006, 42.350844019999997), (-71.023233200000007, 42.350844019999997), (-71.023233200000007, 42.353426759999998), (-71.027936800000006, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,"[(-71.023233200000007, 42.350844019999997), (-71.018529600000008, 42.350844019999997), (-71.018529600000008, 42.353426759999998), (-71.023233200000007, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,"[(-71.018529600000008, 42.350844019999997), (-71.013826000000009, 42.350844019999997), (-71.013826000000009, 42.353426759999998), (-71.018529600000008, 42.353426759999998)]",0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0
1190,"[(-71.013826000000009, 42.350844019999997), (-71.00912240000001, 42.350844019999997), (-71.00912240000001, 42.353426759999998), (-71.013826000000009, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1191,"[(-71.00912240000001, 42.350844019999997), (-71.004418799999996, 42.350844019999997), (-71.004418799999996, 42.353426759999998), (-71.00912240000001, 42.353426759999998)]",0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
1192,"[(-71.004418799999996, 42.350844019999997), (-70.999715199999997, 42.350844019999997), (-70.999715199999997, 42.353426759999998), (-71.004418799999996, 42.353426759999998)]",0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,"[(-70.999715199999997, 42.350844019999997), (-70.995011599999998, 42.350844019999997), (-70.995011599999998, 42.353426759999998), (-70.999715199999997, 42.353426759999998)]",0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,"[(-70.995011599999998, 42.350844019999997), (-70.990307999999999, 42.350844019999997), (-70.990307999999999, 42.353426759999998), (-70.995011599999998, 42.353426759999998)]",0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,"[(-70.990307999999999, 42.350844019999997), (-70.9856044, 42.350844019999997), (-70.9856044, 42.353426759999998), (-70.990307999999999, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,"[(-70.9856044, 42.350844019999997), (-70.980900800000001, 42.350844019999997), (-70.980900800000001, 42.353426759999998), (-70.9856044, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,"[(-70.980900800000001, 42.350844019999997), (-70.976197200000001, 42.350844019999997), (-70.976197200000001, 42.353426759999998), (-70.980900800000001, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,"[(-70.976197200000001, 42.350844019999997), (-70.971493600000002, 42.350844019999997), (-70.971493600000002, 42.353426759999998), (-70.976197200000001, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,"[(-70.971493600000002, 42.350844019999997), (-70.966790000000003, 42.350844019999997), (-70.966790000000003, 42.353426759999998), (-70.971493600000002, 42.353426759999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,"[(-71.201970000000003, 42.353426759999998), (-71.197266400000004, 42.353426759999998), (-71.197266400000004, 42.356009499999999), (-71.201970000000003, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,0.0,0.0
1201,"[(-71.197266400000004, 42.353426759999998), (-71.192562800000005, 42.353426759999998), (-71.192562800000005, 42.356009499999999), (-71.197266400000004, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.32,0.25,0.0,0.0,0.0
1202,"[(-71.192562800000005, 42.353426759999998), (-71.187859200000005, 42.353426759999998), (-71.187859200000005, 42.356009499999999), (-71.192562800000005, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.21,0.19,0.0,0.0,0.0
1203,"[(-71.187859200000005, 42.353426759999998), (-71.183155600000006, 42.353426759999998), (-71.183155600000006, 42.356009499999999), (-71.187859200000005, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.4,0.0,0.0,0.0
1204,"[(-71.183155600000006, 42.353426759999998), (-71.178452000000007, 42.353426759999998), (-71.178452000000007, 42.356009499999999), (-71.183155600000006, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
1205,"[(-71.178452000000007, 42.353426759999998), (-71.173748400000008, 42.353426759999998), (-71.173748400000008, 42.356009499999999), (-71.178452000000007, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,"[(-71.173748400000008, 42.353426759999998), (-71.169044800000009, 42.353426759999998), (-71.169044800000009, 42.356009499999999), (-71.173748400000008, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,"[(-71.169044800000009, 42.353426759999998), (-71.16434120000001, 42.353426759999998), (-71.16434120000001, 42.356009499999999), (-71.169044800000009, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
1208,"[(-71.16434120000001, 42.353426759999998), (-71.159637599999996, 42.353426759999998), (-71.159637599999996, 42.356009499999999), (-71.16434120000001, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
1209,"[(-71.159637599999996, 42.353426759999998), (-71.154933999999997, 42.353426759999998), (-71.154933999999997, 42.356009499999999), (-71.159637599999996, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,"[(-71.154933999999997, 42.353426759999998), (-71.150230399999998, 42.353426759999998), (-71.150230399999998, 42.356009499999999), (-71.154933999999997, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
1211,"[(-71.150230399999998, 42.353426759999998), (-71.145526799999999, 42.353426759999998), (-71.145526799999999, 42.356009499999999), (-71.150230399999998, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
1212,"[(-71.145526799999999, 42.353426759999998), (-71.1408232, 42.353426759999998), (-71.1408232, 42.356009499999999), (-71.145526799999999, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.16,0.0,0.0,0.0
1213,"[(-71.1408232, 42.353426759999998), (-71.136119600000001, 42.353426759999998), (-71.136119600000001, 42.356009499999999), (-71.1408232, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.04,0.26,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0
1214,"[(-71.136119600000001, 42.353426759999998), (-71.131416000000002, 42.353426759999998), (-71.131416000000002, 42.356009499999999), (-71.136119600000001, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
1215,"[(-71.131416000000002, 42.353426759999998), (-71.126712400000002, 42.353426759999998), (-71.126712400000002, 42.356009499999999), (-71.131416000000002, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.0,0.0
1216,"[(-71.126712400000002, 42.353426759999998), (-71.122008800000003, 42.353426759999998), (-71.122008800000003, 42.356009499999999), (-71.126712400000002, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.31,0.0,0.0,0.0,0.0
1217,"[(-71.122008800000003, 42.353426759999998), (-71.117305200000004, 42.353426759999998), (-71.117305200000004, 42.356009499999999), (-71.122008800000003, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.55,0.15,0.0,0.08,0.0
1218,"[(-71.117305200000004, 42.353426759999998), (-71.112601600000005, 42.353426759999998), (-71.112601600000005, 42.356009499999999), (-71.117305200000004, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.08,0.03,0.0,0.59,0.0
1219,"[(-71.112601600000005, 42.353426759999998), (-71.107898000000006, 42.353426759999998), (-71.107898000000006, 42.356009499999999), (-71.112601600000005, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.4,0.0,0.0,0.0,0.0,0.02,0.46,0.0,0.01,0.02,0.0,0.01,0.0
1220,"[(-71.107898000000006, 42.353426759999998), (-71.103194400000007, 42.353426759999998), (-71.103194400000007, 42.356009499999999), (-71.107898000000006, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.01,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.26,0.0,0.01,0.0
1221,"[(-71.103194400000007, 42.353426759999998), (-71.098490800000008, 42.353426759999998), (-71.098490800000008, 42.356009499999999), (-71.103194400000007, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.56,0.0,0.37,0.0
1222,"[(-71.098490800000008, 42.353426759999998), (-71.093787200000008, 42.353426759999998), (-71.093787200000008, 42.356009499999999), (-71.098490800000008, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.92,0.0
1223,"[(-71.093787200000008, 42.353426759999998), (-71.089083600000009, 42.353426759999998), (-71.089083600000009, 42.356009499999999), (-71.093787200000008, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1224,"[(-71.089083600000009, 42.353426759999998), (-71.08438000000001, 42.353426759999998), (-71.08438000000001, 42.356009499999999), (-71.089083600000009, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.0,0.0
1225,"[(-71.08438000000001, 42.353426759999998), (-71.079676399999997, 42.353426759999998), (-71.079676399999997, 42.356009499999999), (-71.08438000000001, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.84,0.0
1226,"[(-71.079676399999997, 42.353426759999998), (-71.074972799999998, 42.353426759999998), (-71.074972799999998, 42.356009499999999), (-71.079676399999997, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.19,0.0
1227,"[(-71.074972799999998, 42.353426759999998), (-71.070269199999998, 42.353426759999998), (-71.070269199999998, 42.356009499999999), (-71.074972799999998, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.04,0.0
1228,"[(-71.070269199999998, 42.353426759999998), (-71.065565599999999, 42.353426759999998), (-71.065565599999999, 42.356009499999999), (-71.070269199999998, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.81,0.0,0.08,0.0
1229,"[(-71.065565599999999, 42.353426759999998), (-71.060862, 42.353426759999998), (-71.060862, 42.356009499999999), (-71.065565599999999, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.57,0.0,0.0,0.0
1230,"[(-71.060862, 42.353426759999998), (-71.056158400000001, 42.353426759999998), (-71.056158400000001, 42.356009499999999), (-71.060862, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,"[(-71.056158400000001, 42.353426759999998), (-71.051454800000002, 42.353426759999998), (-71.051454800000002, 42.356009499999999), (-71.056158400000001, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.29,0.0,0.0,0.0,0.0
1232,"[(-71.051454800000002, 42.353426759999998), (-71.046751200000003, 42.353426759999998), (-71.046751200000003, 42.356009499999999), (-71.051454800000002, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.12,0.0,0.0,0.0
1233,"[(-71.046751200000003, 42.353426759999998), (-71.042047600000004, 42.353426759999998), (-71.042047600000004, 42.356009499999999), (-71.046751200000003, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.11,0.0,0.0,0.0
1234,"[(-71.042047600000004, 42.353426759999998), (-71.037344000000004, 42.353426759999998), (-71.037344000000004, 42.356009499999999), (-71.042047600000004, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,"[(-71.037344000000004, 42.353426759999998), (-71.032640400000005, 42.353426759999998), (-71.032640400000005, 42.356009499999999), (-71.037344000000004, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,"[(-71.032640400000005, 42.353426759999998), (-71.027936800000006, 42.353426759999998), (-71.027936800000006, 42.356009499999999), (-71.032640400000005, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,"[(-71.027936800000006, 42.353426759999998), (-71.023233200000007, 42.353426759999998), (-71.023233200000007, 42.356009499999999), (-71.027936800000006, 42.356009499999999)]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,"[(-71.023233200000007, 42.353426759999998), (-71.018529600000008, 42.353426759999998), (-71.018529600000008, 42.356009499999999), (-71.023233200000007, 42.356009499999999)]",0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0
1239,"[(-71.018529600000008, 42.353426759999998), (-71.013826000000009, 42.353426759999998), (-71.013826000000009, 42.356009499999999), (-71.018529600000008, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1240,"[(-71.013826000000009, 42.353426759999998), (-71.00912240000001, 42.353426759999998), (-71.00912240000001, 42.356009499999999), (-71.013826000000009, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1241,"[(-71.00912240000001, 42.353426759999998), (-71.004418799999996, 42.353426759999998), (-71.004418799999996, 42.356009499999999), (-71.00912240000001, 42.356009499999999)]",0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.25
1242,"[(-71.004418799999996, 42.353426759999998), (-70.999715199999997, 42.353426759999998), (-70.999715199999997, 42.356009499999999), (-71.004418799999996, 42.356009499999999)]",0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.14
1243,"[(-70.999715199999997, 42.353426759999998), (-70.995011599999998, 42.353426759999998), (-70.995011599999998, 42.356009499999999), (-70.999715199999997, 42.356009499999999)]",0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08
1244,"[(-70.995011599999998, 42.353426759999998), (-70.990307999999999, 42.353426759999998), (-70.990307999999999, 42.356009499999999), (-70.995011599999998, 42.356009499999999)]",0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
1245,"[(-70.990307999999999, 42.353426759999998), (-70.9856044, 42.353426759999998), (-70.9856044, 42.356009499999999), (-70.990307999999999, 42.356009499999999)]",0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1246,"[(-70.9856044, 42.353426759999998), (-70.980900800000001, 42.353426759999998), (-70.980900800000001, 42.356009499999999), (-70.9856044, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,"[(-70.980900800000001, 42.353426759999998), (-70.976197200000001, 42.353426759999998), (-70.976197200000001, 42.356009499999999), (-70.980900800000001, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,"[(-70.976197200000001, 42.353426759999998), (-70.971493600000002, 42.353426759999998), (-70.971493600000002, 42.356009499999999), (-70.976197200000001, 42.356009499999999)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,"[(-70.971493600000002, 42.353426759999998), (-70.966790000000003, 42.353426759999998), (-70.966790000000003, 42.356009499999999), (-70.971493600000002, 42.356009499999999)]",0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
1250,"[(-71.201970000000003, 42.356009499999999), (-71.197266400000004, 42.356009499999999), (-71.197266400000004, 42.35859224), (-71.201970000000003, 42.35859224)]",0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
1251,"[(-71.197266400000004, 42.356009499999999), (-71.192562800000005, 42.356009499999999), (-71.192562800000005, 42.35859224), (-71.197266400000004, 42.35859224)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0
1252,"[(-71.192562800000005, 42.356009499999999), (-71.187859200000005, 42.356009499999999), (-71.187859200000005, 42.35859224), (-71.192562800000005, 42.35859224)]",0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0
